"id1","id2","id3","id31","id4","id41","hhmid","HHMID1","s10aiv_a31","s10aiv_a32","s10aiv_a33","s10aiv_a341i","s10aiv_a341ii","s10aiv_a341iii","s10aiv_a342i","s10aiv_a342ii","s10aiv_a342iii","s10aiv_a343i","s10aiv_a343ii","s10aiv_a343iii","s10aiv_a351i","s10aiv_a351ii","s10aiv_a351iii","s10aiv_a352i","s10aiv_a352ii","s10aiv_a352iii","s10aiv_a353i","s10aiv_a353ii","s10aiv_a353iii","s10aiv_a36i","s10aiv_a36ii","s10aiv_a37i","s10aiv_a37ii","s10aiv_a38","s10aiv_a39i","s10aiv_a39ii","s10aiv_a40i","s10aiv_a40ii","s10aiv_a41","uniquehhmid","hhno"
10,166,335,"335",30,"030",2,"02",10,10,10,,,,,,,,,,"SHEA NUT",50,,"G.CORN",10,,"BEANS",40,,,,,,,,,,,,"33503002",110335030
8,148,298,"298",29,"029",2,"02",,9,7,,,,,,,,,,"TRADING",100,,,,,,,,,20,,30,2,,30,,40,2,"29802902",108298029
5,82,296,"296",29,"029",4,"04",10,10,10,,,,,,,,,,"SHEEP",40,,"FARMING",60,,,,,1,,2,,2,2,,3,,1,"29602904",108296029
8,148,298,"298",3,"003",1,"01",,,,,,,,,,,,,"BUY FOOD",100,,,,,,,,,,,,,,,,,,"29800301",108298003
5,66,172,"172",15,"015",3,"03",,,,,,,,,,,,,"FOR TREATMENT",40,,"FOR CONSUMPTION",60,0,,,,4,,6,,2,10,0,15,0,2,"17201503",105172015
8,9,297,"297",13,"013",1,"01",10,10,3,,,,,,,,,,"SHEEP",100,0,,,,,,,4,0,5,0,1,5,0,6,0,2,"29701301",108297013
8,152,288,"288",3,"003",2,"02",10,10,10,,,,,,,,,,"CLOTHINGS",30,0,"INGRIDIENTS",20,0,"WATER DRUM",50,0,2,0,4,0,2,,,,,,"28800302",108288003
4,54,106,"106",29,"029",1,"01",10,9,8,,,,,,,,,,"SPAND BUSINESS",100,,,,,,,,4,,8,,2,8,,15,,2,"10602901",104106029
3,1,76,"076",83,"083",1,"01",10,10,5,,,,,,,,,,"OPENING COMMUNICATION BUSINESS (UNIT TRANSFER)",100,,,,,,,,2,,5,,2,3,,7,,2,"07608301",103076083
8,137,285,"285",17,"017",2,"02",5,5,5,,,,,,,,,,"GROUNDNUT",30,0,"MAIZE",30,0,"SOYA BEANS",40,0,,,,,,5,0,10,0,1,"28501702",108285017
7,122,266,"266",9,"009",3,"03",10,10,10,,,,,,,,,,"TRADE",100,,,,,,,,,,,,,,,,,,"26600903",107266009
3,1,78,"078",17,"017",2,"02",10,10,10,,,,,,,,,,"TEXT BOOKS",70,0,"FOOTBALL BOOT",20,0,"MICHAEL ESSIEN'S SHIRT",10,0,4,0,5,0,2,4,0,10,0,2,"07801702",103078017
9,156,317,"317",53,"053",1,"01",10,10,3,,,,,,,,,,"BUY FOODSTUFF",60,0,"KIDS PROVISION",40,0,,,0,,,,,,,,,,,"31705301",109317053
2,27,46,"046",36,"036",2,"02",10,9,9,,,,,,,,,,"START A TRADE",100,,,,,,,,5,,5,,2,,,,,,"04603602",102046036
5,15,175,"175",85,"085",3,"03",5,7,9,,,,,,,,,,"3",100,,,,,,,,,,,,,10,,20,,2,"17508503",105175085
2,31,39,"039",57,"057",1,"01",10,10,10,,,,,,,,,,"AGRO CHEMICALS",100,,,,,,,,5,,5,,1,,,,,,"03905701",102039057
1,8,15,"015",34,"034",2,"02",10,10,10,,,,,,,,,,"BUY CLOTHING FOR MYSELF",60,,"CHURCH CONTRIBUTION",20,,"POCKET MONEY",20,,3,,3,70,2,,,,,,"01503402",101015034
8,151,308,"308",3,"003",1,"01",10,10,10,,,,,,,,,,"CHILD EDUCATION",60,,"FARMING",20,,"TREAT ANIMALS",20,,,,,,,,,,,,"30800301",108308003
5,14,173,"173",5,"005",2,"02",8,7,7,,,,,,,,,,"DAILY CONSUMPTION",10,,"EDUCATION",90,,,,,3,,6,,2,15,,30,,2,"17300502",105173005
4,59,128,"128",83,"083",2,"02",10,10,10,,,,,,,,,,"EXPAND BUSINESS",100,,,,,,,,,,,,,10,,15,,2,"12808302",104128083
2,23,57,"057",39,"039",2,"02",10,10,10,,,,,,,,,,"START A TRADE",100,,,,,,,,4,,4,,1,,,,,,"05703902",102057039
5,9,162,"162",5,"005",1,"01",10,10,10,,,,,,,,,,"RENT AGRICULTURAL INPUTS",50,0,"BUY AGRICULTURAL INPUTS",50,0,,,,3,0,5,0,2,3,0,6,0,2,"16200501",105162005
10,166,334,"334",2,"002",2,"02",10,10,10,,,,,,,,,,"START SHEA BUTTER EXTRACTION",100,,,,,,,,,,,,,,,,,,"33400202",110334002
10,166,333,"333",17,"017",1,"01",10,10,10,,,,,,,,,,"AGRICULTURE INVEST",100,,,,,,,,,,,,,,,,,,"33301701",110333017
6,86,220,"220",75,"075",1,"01",10,5,5,,,,,,,,,,"START BUSINESS",100,,,,,,,,5,,6,,2,5,,10,,2,"22007501",106220075
4,50,342,"342",12,"012",2,"02",10,10,9,,,,,,,,,,"TRADE WITH IT",100,,,,,,,,,,,,,4,,5,,1,"34201202",104342012
4,50,342,"342",4,"004",1,"01",10,10,10,,,,,,,,,,"FARMING",100,,,,,,,,,,,,,2,,3,,2,"34200401",104342004
3,1,76,"076",73,"073",2,"02",10,10,5,,,,,,,,,,"INVESTMENT IN BANK",50,,"POCKET MONEY",30,,"STORY BOOKS",20,,3,,4,,2,3,,5,,2,"07607302",103076073
9,159,324,"324",16,"016",2,"02",10,10,10,,,,,,,,,,"BOOK",30,,"CLOTH",40,,"SHOE",30,,1,50,1,50,2,,,,,,"32401602",109324016
8,153,282,"282",2,"002",2,"02",10,10,10,,,,,,,,,,"RESALE OF GRAINS (GUINEA CORN)",50,0,"GROUNDNUTS",50,0,,,,,,,,,3,0,5,0,2,"28200202",108282002
8,138,278,"278",21,"021",2,"02",10,10,10,,,,,,,,,,"RICE",60,,"GROUNDNUT",40,,,,,1,,1,50,1,3,,6,,1,"27802102",108278021
8,137,286,"286",15,"015",4,"04",5,5,5,,,,,,,,,,"FERTILIZER",80,0,"TRACTOR PLOUGHING",20,0,,,,,,,,,4,0,8,0,2,"28601504",108286015
6,10,216,"216",84,"084",2,"02",10,10,10,,,,,,,,,,,,,,,,,,,6,,10,,2,10,,15,,2,"21608402",106216084
3,1,78,"078",36,"036",2,"02",10,10,10,,,,,,,"SEWING ACCESORIES",50,,"HOUSEHOLD CONSUMPTION",50,,,,,,,,4,,5,,2,8,,10,,3,"07803602",103078036
8,10,305,"305",48,"048",2,"02",8,8,6,,,,,,,,,,"PUT IT INTO MY BUSINESS",100,,,,,,,,,50,2,,2,1,,5,,2,"30504802",108305048
6,109,232,"232",76,"076",2,"02",,,10,,,,,,,,,,"TRADING",100,,,,,,,,1,0,2,50,,2,,4,,1,"23207602",106232076
1,13,10,"010",132,"132",1,"01",10,10,1,,,,,,,,,,"BUY FABRIC FOR SALE",100,,,,,,,,,,,,,5,,10,,2,"01013201",101010132
10,169,332,"332",19,"019",5,"05",10,10,10,,,,,,,,,,"BUY BOOKS",40,0,"BUY SCHOOL UNIFORM",40,0,"BUY SCHOOL BAG",20,0,,,,,,,,,,,"33201905",110332019
6,95,182,"182",42,"042",1,"01",,,10,,,,,,,,,,"START A BAR",100,0,,,,,,,4,0,7,0,2,4,0,7,0,2,"18204201",106182042
7,115,268,"268",69,"069",2,"02",10,10,10,,,,,,,,,,"SUPPORT CHILD",100,,,,,,,,,80,2,,2,4,,6,,2,"26806902",107268069
6,10,213,"213",34,"034",1,"01",10,10,,,,,,,,,,,"BUY PROVISIONS",30,0,"FOR FOOD",30,0,"BUY SHIRT",40,0,3,,5,,2,5,,10,,2,"21303401",106213034
7,155,269,"269",14,"014",2,"02",10,10,5,,,,,,,,,,"SUPPORT PETTY TRADE",70,,"BUY THINGS FOR CHILDREN",20,,"POCKET MONEY FOR SELF",10,,3,,5,,2,5,,6,,2,"26901402",107269014
9,159,324,"324",14,"014",2,"02",10,10,10,,,,,,,,,,"FERTILIZER",100,,,,,,,,2,,2,,2,2,,2,,2,"32401402",109324014
2,5,51,"051",6,"006",1,"01",10,10,10,,,,,,,,,,"CLOTHING",30,,"DAILY CONSUMPTION",40,,"REMITTANCES",30,,1,50,3,,2,3,,5,,2,"05100601",102051006
2,3,36,"036",3,"003",5,"05",10,10,10,,,,,,,,,,"BOOKS",15,,"BOOTS",30,,"SAVINGS",55,,,,,,,5,,7,,2,"03600305",102036003
4,6,116,"116",59,"059",1,"01",10,10,10,,,,,,,,,,,,,"SAVE FOR UPKEEPING",100,,,,,4,,9,,2,8,,12,,2,"11605901",104116059
8,147,273,"273",42,"042",1,"01",10,10,10,,,,,,,,,,"INVEST IN FARMING",100,,,,,,,,,,,,,,,,,,"27304201",108273042
2,2,37,"037",27,"027",1,"01",10,10,10,,,,,,,,,,,,,"2",30,,"2",20,,3,,5,,2,,,,,,"03702701",102037027
8,9,295,"295",2,"002",2,"02",9,6,6,,,,"FOODSTUFF",3,0,"CLOTH",20,0,,,,,,,"SOAP FOR SALE",20,0,2,,3,,2,5,,7,,2,"29500202",108295002
10,167,340,"340",10,"010",3,"03",10,10,10,,,,,,,,,,"START KIOSK BUSINESS",100,,,,,,,,,,,,,,,,,,"34001003",110340010
5,9,163,"163",9,"009",1,"01",6,6,6,,,,,,,,,,"ADD TO CAPITAL",100,,,,,,,,5,,5,,1,10,,10,,1,"16300901",105163009
4,49,121,"121",26,"026",1,"01",,,8,,,,,,,,,,"DAILY CONSUMPTION",100,,,,,,,,,,,,,3,,4,,2,"12102601",104121026
6,89,191,"191",15,"015",2,"02",10,10,10,,,,,,,,,,"START A BUSINESS",100,,,,,,,,2,,5,,2,5,,10,,2,"19101502",106191015
8,9,297,"297",28,"028",2,"02",,,,,,,,,,,,,"CLOTH",25,0,"GOATS",60,0,"FOOD",15,0,1,,5,,2,10,,12,,2,"29702802",108297028
6,89,191,"191",15,"015",1,"01",10,10,10,,,,,,,,,,"BUY FARM INPUTS",100,,,,,,,,3,,5,,2,3,,5,,2,"19101501",106191015
3,1,66,"066",142,"142",2,"02",10,10,10,,,,,,,,,,"FOOTBALL",20,,"SANDALS",40,,"POCKET MONEY",40,,2,,3,,2,4,,4,,2,"06614202",103066142
5,7,156,"156",13,"013",2,"02",10,9,8,,,,,,,,,,"START TRADING",100,,,,,,,,5,,10,,2,10,,15,,2,"15601302",105156013
3,1,79,"079",45,"045",1,"01",10,10,10,,,,,,,,,,"SAVINGS",100,,,,,,,,2,0,3,0,2,3,0,5,0,2,"07904501",103079045
4,58,132,"132",27,"027",1,"01",10,10,8,,,,,,,,,,"BUY ROOFING SHEET",100,,,,,,,,,,,,,5,,7,,1,"13202701",104132027
10,169,329,"329",50,"050",3,"03",10,10,10,,,,,,,,,,"START A BUSINESS",50,,"PAY LIGHT BILLS",30,,"BUY FOODSTUFF",20,,,,,,,,,,,,"32905003",110329050
3,1,66,"066",113,"113",2,"02",10,10,10,,,,,,,,,,"BOOKS",40,,"SCHOOL UNIFORM",20,,"SAVINGS",40,,2,,3,,2,3,,5,,2,"06611302",103066113
4,58,132,"132",26,"026",1,"01",10,10,7,,,,,,,,,,"INVEST IN FARMING",100,,,,,,,,,,,,,30,,50,,1,"13202601",104132026
5,7,156,"156",8,"008",3,"03",10,10,10,,,,,,,,,,"EDUCATION",100,,,,,,,,3,,5,,2,50,,80,,2,"15600803",105156008
6,95,184,"184",32,"032",4,"04",10,10,10,,,,,,,,,,"BUY SCHOOL ITEMS",100,,,,,,,,,,,,,,,,,,"18403204",106184032
5,10,165,"165",53,"053",1,"01",10,9,8,,,,,,,,,,"HOUSING PROJECT",100,,,,,,,,20,,20,,1,30,,30,,1,"16505301",105165053
7,155,269,"269",10,"010",1,"01",10,10,8,,,,,,,,,,"FARMING",100,,,,,,,,,,,,,,,,,,"26901001",107269010
8,148,298,"298",20,"020",1,"01",8,0,,,,,,,,,,,"BUSINESS",100,,,,,,,,,30,,30,3,,30,,50,3,"29802001",108298020
4,58,132,"132",18,"018",1,"01",,10,10,,,,,,,,,,"BUY LIVESTOCK",100,,,,,,,,,,,,,8,,10,,2,"13201801",104132018
5,82,296,"296",73,"073",4,"04",10,10,10,,,,,,,,,,"FEES",40,,"GOAT",60,,,,,3,,4,,2,6,,7,,2,"29607304",108296073
5,69,135,"135",76,"076",1,"01",,10,10,,,,,,,,,,"BUSINESS",70,,"SAVINGS",30,,,,,2,,4,,2,3,,5,,2,"13507601",105135076
6,103,221,"221",56,"056",2,"02",10,10,10,,,,,,,,,,"BUSINESS",100,,,,,,,,2,,2,,1,2,,2,,1,"22105602",106221056
10,171,330,"330",17,"017",2,"02",10,10,10,,,,,,,,,,"BUY CLOTHS",50,0,"BUY COOKING UTENSILS",50,0,,,,,,,,,,,,,,"33001702",110330017
4,49,121,"121",102,"102",2,"02",10,10,8,,,,,,,,,,"INVEST IN BUSINESS",100,,,,,,,,,,,,,5,,10,,1,"12110202",104121102
10,166,335,"335",41,"041",2,"02",10,10,10,,,,,,,,,,"REAR PIGS",40,,"FOODSTUFF",60,,,,,,,,,,,,,,,"33504102",110335041
10,167,340,"340",29,"029",2,"02",10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34002902",110340029
8,142,275,"275",36,"036",1,"01",10,10,5,,,,,,,,,,,,,"FOR FERTILIZER",100,,,,,,,,,,5,,7,,,"27503601",108275036
8,148,300,"300",36,"036",2,"02",10,8,8,,,,,,,,,,"BUSINESS",100,,,,,,,,,50,3,,2,2,,2,50,2,"30003602",108300036
5,82,139,"139",61,"061",2,"02",10,10,5,,,,,,,,,,"TRADING",100,,,,,,,,1,50,2,,1,2,,5,,3,"13906102",105139061
10,167,340,"340",4,"004",2,"02",10,10,10,,,,,,,,,,"BUY BOOKS",10,,"BUSINESS",70,,"CLOTHING",20,,,,,,,,,,,,"34000402",110340004
3,1,84,"084",50,"050",1,"01",10,10,10,,,,,,,,,,"SAVE AT BANK",50,,"CEILING",20,,"BUY CLOTHES",30,,,,,,,1,,5,,2,"08405001",103084050
7,127,251,"251",13,"013",1,"01",10,10,10,,,,,,,,,,"SCH FEES",80,,"BUY BOOK FOR CHILD",10,,"FOOD",10,,,,,,,8,,10,,2,"25101301",107251013
2,9,55,"055",34,"034",1,"01",10,10,10,,,,,,,,,,"CHILDREN'S EDUCATION",100,,,,,,,,2,,3,,2,3,,5,,2,"05503401",102055034
4,6,116,"116",17,"017",1,"01",10,9,8,,,,,,,,,,"EXPAND BUSINESS",40,,"COCOA FARMING",40,,"OTHERS",20,,4,,6,,2,7,,12,,2,"11601701",104116017
1,1,31,"031",1,"001",3,"03",10,10,10,,,,,,,,,,"SAVINGS",100,0,,,,,,,,,,,,7,0,10,0,,"03100103",101031001
8,135,311,"311",21,"021",2,"02",,10,10,,,,,,,,,,"FARMING",50,,"CHILDREN FEES",30,,"CONSUMPTION",20,,,,,,,,,,,,"31102102",108311021
10,169,332,"332",12,"012",3,"03",10,10,10,,,,,,,,,,"EDUCATE MYSELF",100,0,,,,,,,,,,,,,,,,,"33201203",110332012
8,9,295,"295",23,"023",2,"02",10,10,10,,,,,,,,,,"RICE",100,0,,,,,,,1,0,2,0,1,1,50,2,50,1,"29502302",108295023
4,50,126,"126",22,"022",1,"01",9,7,8,,,,,,,,,,"ROOM FURNISHING",100,,,,,,,,,,,,,5,,10,,1,"12602201",104126022
6,89,188,"188",51,"051",2,"02",10,10,10,,,,,,,,,,"SELL YAM",100,,,,,,,,,,,,,,,,,,"18805102",106188051
6,10,202,"202",5,"005",2,"02",10,10,10,,,,,,,,,,"CHILDREN EDUCATION",40,,"INVEST IN BUSINESS",40,,"SAVE",20,,1,,2,,1,2,,3,,1,"20200502",106202005
7,130,249,"249",36,"036",1,"01",10,10,10,,,,,,,,,,"INVEST IN AGRIC",100,,,,,,,,2,,3,,2,,,,,,"24903601",107249036
6,97,189,"189",2,"002",3,"03",10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18900203",106189002
6,97,189,"189",4,"004",1,"01",,10,10,,,,,,,,,,"SAVINGS",100,,,,,,,,3,50,5,,2,3,50,5,,2,"18900401",106189004
2,20,48,"048",98,"098",2,"02",10,10,10,,,,,,,,,,"TRADE",50,0,"DAILY CONSUMPTION",50,0,,,,5,0,6,0,2,,,,,,"04809802",102048098
4,58,131,"131",17,"017",3,"03",10,10,10,,,,,,,,,,"HELP FATHER",50,0,"SAVE",50,0,,,,,,,,,2,,5,,1,"13101703",104131017
6,10,202,"202",10,"010",2,"02",10,10,10,,,,,,,,,,"SHIRTS",30,,"JEANS",40,,"FOOTWEAR",30,,1,50,3,50,2,5,,20,,1,"20201002",106202010
3,1,78,"078",42,"042",3,"03",10,10,10,,,,,,,,,,"COURSE BOOKS",50,,"FOOTWEAR",10,,"SAVE",40,,5,0,9,,3,10,,15,,2,"07804203",103078042
4,58,131,"131",15,"015",2,"02",10,10,8,,,,,,,,,,"INVEST IN BUSINESS",100,0,,,,,,,,,,,,4,,5,,1,"13101502",104131015
5,14,174,"174",55,"055",1,"01",,,8,,,,,,,,,,"BUILD A HOUSE",100,0,,,,,,,10,0,10,0,1,3,0,6,0,2,"17405501",105174055
10,169,329,"329",68,"068",2,"02",10,10,10,,,,,,,,,,"BUY FOODSTUFF",100,,,,,,,,,,,,,,,,,,"32906802",110329068
5,7,156,"156",13,"013",3,"03",7,6,9,,,,,,,,,,"START TRADING",50,,"SAVINGS",50,,,,,5,,50,,2,60,,20,,2,"15601303",105156013
4,58,131,"131",13,"013",1,"01",10,10,10,,,,,,,,,,"FISHING NET",100,0,,,,,,,3,0,4,0,2,,,,,,"13101301",104131013
5,67,150,"150",61,"061",2,"02",,,,,,,,,,,,,"TRADING",100,,,,,,,,1,50,2,,1,2,,2,50,1,"15006102",105150061
2,3,36,"036",15,"015",2,"02",10,10,10,,,,,,,,,,"ADD TO CAPITAL",100,,,,,,,,,,,,,2,50,6,,,"03601502",102036015
3,1,67,"067",48,"048",1,"01",10,10,5,,,,,,,,,,"PAY SCH FEES",100,,,,,,,,4,,4,,1,10,,10,,2,"06704801",103067048
6,10,213,"213",53,"053",3,"03",10,10,10,,,,,,,,,,"SAVE",50,0,"BUY PENDRIVE",20,0,"BOOKS",30,0,5,0,10,0,2,5,0,10,0,2,"21305303",106213053
9,157,316,"316",25,"025",4,"04",10,10,10,,,,,,,,,,"BICYCLE",90,,"SHIRT",10,,,,,,,,,,,,,,,"31602504",109316025
4,58,131,"131",7,"007",4,"04",10,10,10,,,,,,,,,,"SAVINGS",100,0,,,,,,,3,0,4,0,2,,,,,,"13100704",104131007
6,97,189,"189",63,"063",2,"02",10,10,10,,,,,,,,,,,,,,,,,,,3,,5,,2,5,,8,,2,"18906302",106189063
10,166,333,"333",14,"014",2,"02",10,10,10,,,,,,,,,,"INVEST IN FARMING",40,,"BREW PITO",40,,"BUY BEANS",20,,,,,,,,,,,,"33301402",110333014
3,44,91,"091",25,"025",3,"03",10,10,10,,,,,,,,,,"BUY DOORS",100,,,,,,,,,,,,,4,,10,,2,"09102503",103091025
4,6,115,"115",31,"031",2,"02",8,8,10,,,,,,,,,,"EDUCATION",100,,,,,,,,4,,6,,2,6,,6,,2,"11503102",104115031
2,25,47,"047",92,"092",3,"03",10,10,10,,,,,,,,,,"INVEST IN EDUCATION",100,,,,,,,,,,,,,,,,,,"04709203",102047092
5,70,136,"136",34,"034",2,"02",10,10,8,,,,,,,,,,"TRADING",100,,,,,,,,2,,3,,1,3,,4,,1,"13603402",105136034
10,168,339,"339",46,"046",3,"03",10,10,10,,,,,,,,,,"START NUSINESS",100,,,,,,,,,,,,1,,,,,,"33904603",110339046
5,14,168,"168",25,"025",6,"06",10,10,10,,,,,,,,,,"LEARN A TRADE",100,,,,,,,,3,,3,,2,5,,5,,2,"16802506",105168025
6,1,179,"179",80,"080",1,"01",10,10,10,,,,,,,,,,"GIVE TO MY WIFE TO START A BUSINESS",80,,"BUY FOOD",20,,,,,2,,4,,2,4,,6,,2,"17908001",106179080
6,108,229,"229",12,"012",2,"02",10,10,10,,,,,,,,,,"SUPPORT KIDS",100,,,,,,,,1,,1,50,2,2,,3,,2,"22901202",106229012
5,7,156,"156",21,"021",5,"05",,,8,,,,,,,,,,"START TRADING",50,,"GRAND CHILDREN'S EDUCATION",50,,,,,2,,5,,2,2,50,3,50,2,"15602105",105156021
7,125,270,"270",28,"028",1,"01",10,10,10,,,,,,,,,,"SUPPORT FARM ACT",50,,"REPAIR APPLIANCES",20,,"HOUSE UP KEEP",30,,3,,3,,1,5,,5,,1,"27002801",107270028
4,51,133,"133",5,"005",2,"02",8,8,9,,,,,,,,,,"INVEST IN BUSINESS",100,,,,,,,,,,,,,5,,10,,1,"13300502",104133005
10,169,332,"332",1,"001",1,"01",10,10,10,,,,,,,,,,"USE IT TO BUILD A HOUSE",100,0,,,,,,,,,,,,,,,,,"33200101",110332001
9,157,316,"316",39,"039",1,"01",10,10,5,,,,,,,,,,"PHONE",60,0,"FOOD",40,0,,,,10,,15,,1,,,,,,"31603901",109316039
7,121,265,"265",25,"025",1,"01",10,10,10,,,,,,,,,,"FARMING",100,,,,,,,,,,4,,2,,,,,,"26502501",107265025
8,152,288,"288",11,"011",3,"03",6,5,4,,,,,,,,,,"CLOTH",10,0,"YAM",90,0,,,,2,50,3,0,1,3,0,4,0,1,"28801103",108288011
4,58,130,"130",23,"023",1,"01",10,10,9,,,,,,,,,,"BUY CARE SPARE PARTS",100,,,,,,,,,,,,,8,,15,,1,"13002301",104130023
5,82,296,"296",1,"001",3,"03",10,9,9,,,,,,,,,,"CAPITAL",40,,"RICE",60,,,,,4,,4,,1,5,,5,,1,"29600103",108296001
5,66,172,"172",34,"034",2,"02",10,9,8,,,,,,,,,,"SON'S ADMINISTRATION",100,0,,,,,,,5,0,7,0,2,12,0,15,0,2,"17203402",105172034
8,138,278,"278",14,"014",1,"01",10,10,10,,,,,,,,,,"FARMING",100,,,,,,,,1,,2,,2,2,,3,,2,"27801401",108278014
10,171,330,"330",17,"017",3,"03",10,10,10,,,,,,,,,,"BUY GUINEA CORN",50,0,"EXTABLISH FARM",50,0,,,,,,,,,,,,,,"33001703",110330017
5,82,140,"140",1,"001",1,"01",,,7,,,,,,,,,,"AGRIBUSINESS",100,,,,,,,,2,,5,,2,2,,10,,2,"14000101",105140001
5,14,168,"168",44,"044",1,"01",8,8,8,,,,,,,,,,"INVEST IN BUSINESS",100,,,,,,,,10,,15,,2,20,,30,,2,"16804401",105168044
7,130,249,"249",61,"061",1,"01",10,10,5,,,,,,,,,,"FARMING",30,,"BUSINESS",60,,"SAVE",10,,,,,,,5,,10,,1,"24906101",107249061
10,168,339,"339",6,"006",2,"02",10,10,3,,,,,,,,,,"START COOKED FOOD",100,,,,,,,,,,,,,,,,,,"33900602",110339006
5,7,156,"156",48,"048",1,"01",10,10,10,,,,,,,,,,"FARMING",100,,,,,,,,10,,20,,2,20,,40,,2,"15604801",105156048
8,137,286,"286",15,"015",2,"02",5,5,5,,,,,,,,,,"GROUNDNUT",100,0,,,,,,,,,,,,3,0,7,0,2,"28601502",108286015
2,7,50,"050",8,"008",1,"01",10,10,10,,,,,,,,,,"BUY KEROZINE TO SELL",50,0,"GIVE TO CHILDREN",50,0,,,,3,0,5,0,2,6,0,10,0,2,"05000801",102050008
3,1,65,"065",66,"066",1,"01",10,10,10,,,,,,,,,,"ELECTRICITY",50,,"SON SCH ITEMS",30,,"CONSUMPTION",20,,3,,5,,3,6,,9,,2,"06506601",103065066
4,50,342,"342",26,"026",1,"01",10,10,10,,,,,,,,,,"FARMING",100,,,,,,,,,,,,,2,,5,,2,"34202601",104342026
7,126,271,"271",30,"030",3,"03",9,9,9,,,,,,,,,,"TRADE",30,,"EXAM REGISTRATION",50,,"SAVE",20,,3,,5,,2,10,,15,,2,"27103003",107271030
8,144,280,"280",2,"002",5,"05",10,10,10,,,,,,,,,,"START FISH SELLING",100,,,,,,,,,,,,,,,,,,"28000205",108280002
3,1,67,"067",53,"053",1,"01",10,10,7,,,,,,,,,,"DAILY CONSUMPTION",100,,,,,,,,1,,2,,2,2,,3,,2,"06705301",103067053
6,10,215,"215",68,"068",3,"03",10,10,10,,,,,,,,,,"PHONE",80,,"BOOKS",15,,"SPEND",5,,5,,7,,1,5,,7,,1,"21506803",106215068
6,86,220,"220",62,"062",1,"01",10,10,10,,,,,,,,,,"BUSINESS",100,,,,,,,,2,,4,,2,3,,5,,2,"22006201",106220062
10,169,329,"329",50,"050",2,"02",10,10,10,,,,,,,,,,"INVEST IN FARMING",50,,"INVEST IN LIVESTOCK",30,,"BUY ITEMS FOR MY WORK",20,,,,,,,,,,,,"32905002",110329050
7,126,272,"272",3,"003",2,"02",10,10,10,,,,,,,,,,"TRADE IN FISH",100,,,,,,,,,,,,,,,,,,"27200302",107272003
6,95,184,"184",26,"026",1,"01",10,10,10,,,,,,,,,,"ADD TO ENTERPRISE",100,,,,,,,,,,,,,,,,,,"18402601",106184026
5,82,140,"140",32,"032",3,"03",10,10,10,,,,,,,,,,"EDUCATION",100,,,,,,,,3,,6,,2,6,,10,,2,"14003203",105140032
4,58,129,"129",26,"026",1,"01",10,10,10,,,,,,,,,,"FARMING",100,,,,,,,,,,,,,3,,4,,2,"12902601",104129026
5,9,162,"162",9,"009",2,"02",6,3,3,,,,,,,,,,"INVEST IN AGRICULTURE",100,0,,,,,,,10,0,5,0,2,20,0,30,0,2,"16200902",105162009
4,58,129,"129",25,"025",2,"02",10,10,10,,,,,,,,,,"FARMING",100,,,,,,,,,,,,,2,,5,,2,"12902502",104129025
4,50,126,"126",17,"017",3,"03",10,10,10,,,,,,,,,,"TRADING",100,,,,,,,,,,,,,5,,10,,2,"12601703",104126017
8,10,299,"299",90,"090",3,"03",10,10,10,,,,,,,,,,"CLOTHING",50,,"HANDBAG",30,,"SANDALS",20,,1,60,2,,1,2,,4,,1,"29909003",108299090
8,148,298,"298",3,"003",2,"02",,,10,,,,,,,,,,"TRADING",100,,,,,,,,,,,,,,,,,,"29800302",108298003
7,112,243,"243",72,"072",1,"01",10,10,10,,,,,,,,,,"SCHOOL UNIFORM AND FOOTWEAR",10,,"DAILY CONSUMPTION",90,,,,,2,,4,,2,,,,,,"24307201",107243072
5,67,153,"153",19,"019",2,"02",,,,,,,,,,,,,"INVEST IN TO TRADE",100,,,,,,,,2,,3,,1,3,,5,,1,"15301902",105153019
5,69,134,"134",34,"034",2,"02",10,10,8,,,,,,,,,,"TRADING",100,,,,,,,,2,,2,,1,4,,5,,1,"13403402",105134034
2,23,57,"057",72,"072",1,"01",10,10,10,,,,,,,,,,"START LIVESTOCK RAISING",50,,"START A TRADE",50,,,,,5,,5,,2,,,,,,"05707201",102057072
4,50,342,"342",3,"003",1,"01",,10,10,,,,,,,,,,"FARMING",100,,,,,,,,,,,,,5,,10,,2,"34200301",104342003
5,5,145,"145",31,"031",3,"03",5,7,6,,,,,,,,,,"TRADE",100,,,,,,,,3,,5,,1,5,,10,,1,"14503103",105145031
6,97,189,"189",23,"023",1,"01",10,10,10,,,,,,,,,,"FAN",15,,"ELECTRIC IRON",16,,"DRESSES",69,,1,,5,,1,2,,5,,2,"18902301",106189023
6,99,200,"200",15,"015",2,"02",10,10,10,,,,,,,,,,"BUY CLOTH",15,,"BUSINESS",50,,"SAVE",35,,3,,3,,2,3,,4,,2,"20001502",106200015
5,7,156,"156",68,"068",1,"01",10,10,10,,,,,,,,,,"SAVINGS",100,,,,,,,,10,,20,,2,20,,30,,2,"15606801",105156068
3,1,73,"073",4,"004",1,"01",10,10,8,,,,,,,,,,"INVESTMENT",50,,"SAVE",50,,,,,1,50,2,,2,2,,3,,2,"07300401",103073004
