"id1","id2","id3","id4","sav_no","s3bv_51","s3bv_52ii","s3bv_53i","s3bv_53ii","s3bv_54","s3bv_55","s3bv_56i","s3bv_56ii","s3bv_57i","s3bv_57ii","s3bv_57iii","s3bv_57iv","s3bv_57v","s3bv_58","s3bv_59i","s3bv_59ii","s3bv_60i","s3bv_61","s3v_61_1","s3v_61_2","s3v_61_3","s3v_61_4","s3v_61_5","s3v_61_6","hhno"
7,112,241,20,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,107241020
7,112,241,25,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107241025
7,112,241,26,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107241026
7,112,241,26,2,1,2,50,,2,,,,,,,,,,,,,,,,,,,,107241026
7,112,241,27,2,1,2,30,,2,,,,,,,,,,,,,,,,,,,,107241027
7,112,241,27,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107241027
7,112,241,34,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107241034
7,112,241,34,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107241034
7,112,241,35,1,1,1,20,,1,,350,,,,,,,,,,,,,,,,,,107241035
7,112,241,36,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,107241036
7,112,241,51,1,1,1,100,,1,-8,500,,,,,,,,,,,,,,,,,,107241051
7,112,241,52,1,1,1,100,,1,-8,600,,,,,,,,,,,,,,,,,,107241052
7,112,241,58,1,1,1,200,,2,,,,,,,,,,,,,,,,,,,,107241058
7,112,241,58,2,1,2,30,,2,,,,,,,,,,,,,,,,,,,,107241058
7,112,241,63,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,107241063
7,112,242,3,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107242003
7,112,242,3,1,1,1,50,,1,-8,300,,,,,,,,,,,,,,,,,,107242003
7,112,242,10,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107242010
7,112,242,10,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,107242010
7,112,242,12,1,1,1,50,,1,-8,400,,,,,,,,,,,,,,,,,,107242012
7,112,242,19,1,1,1,300,,2,,,,,,,,,,,,,,,,,,,,107242019
7,112,242,20,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107242020
7,112,242,20,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107242020
7,112,242,22,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,107242022
7,112,242,40,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107242040
7,112,242,47,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107242047
7,112,242,49,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107242049
7,112,242,53,1,1,1,300,,1,-8,700,,,,,,,,,,,,,,,,,,107242053
7,112,242,55,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107242055
7,112,242,65,1,1,1,,,1,-8,150,,,,,,,,,,,,,,,,,,107242065
7,112,242,66,1,1,1,200,,2,,,,,,,,,,,,,,,,,,,,107242066
7,112,242,66,2,1,2,50,,2,,,,,,,,,,,,,,,,,,,,107242066
7,112,242,69,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107242069
7,112,242,71,2,1,2,15,,2,,,,,,,,,,,,,,,,,,,,107242071
7,112,242,71,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107242071
7,112,243,1,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107243001
7,112,243,11,1,1,1,200,,1,1,2000,,,,,,,,,,,,,,,,,,107243011
7,112,243,12,1,1,1,10,,1,1,20,,,,,,,,,,,,,,,,,,107243012
7,112,243,21,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107243021
7,112,243,45,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107243045
7,112,243,46,1,1,2,20,,1,,10,,,,,,,,,,,,,,,,,,107243046
7,112,243,48,2,,1,,,1,4,82,,,,,,,20,40,,5,"1,2,5",1,2,5,,,,107243048
7,112,243,48,1,1,1,10,,1,7,70,,,,,,,,,,,,,,,,,,107243048
7,112,243,61,1,1,1,400,,2,,,,,,,,,,,,,,,,,,,,107243061
7,112,243,64,1,1,1,30,,1,7,,,,,,,,,,,,,,,,,,,107243064
7,112,243,64,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,107243064
7,112,243,71,1,1,1,25,,1,,90,,,,,,,,,,,,,,,,,,107243071
7,112,243,72,1,1,1,30,,1,,20,,,,,,,,,,,,,,,,,,107243072
7,112,243,73,1,1,1,50,,1,7,270,,,,,,,,,,,,,,,,,,107243073
7,112,243,78,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107243078
7,112,243,82,1,1,1,30,,1,7,150,,,,,,,,,,,,,,,,,,107243082
7,112,243,88,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,107243088
7,112,244,7,1,1,1,20,,1,,150,,,,,,,,,,,,,,,,,,107244007
7,112,244,10,1,1,1,20,,1,-8,400,,,,,,,,,,,,,,,,,,107244010
7,112,244,10,2,1,2,4,,2,,,,,,,,,,,,,,,,,,,,107244010
7,112,244,14,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107244014
7,112,244,17,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107244017
7,112,244,30,2,1,2,150,,1,-8,700,,,,,,,60,60,,1,"1",1,,,,,,107244030
7,112,244,30,1,1,1,30,,1,-8,20,,,,,,,,,,,,,,,,,,107244030
7,112,244,36,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107244036
7,112,244,38,1,1,1,20,,1,-8,50,,,,,,,,,,,,,,,,,,107244038
7,112,244,45,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107244045
7,112,244,50,1,1,1,200,,1,-8,2000,,,,,,,,,,,,,,,,,,107244050
7,112,244,59,1,1,1,50,,1,7,800,,,,,,,90,90,,2,,,,,,,,107244059
7,112,244,60,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107244060
7,112,244,71,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,107244071
7,112,244,75,1,1,1,100,,1,-8,100,,,,,,,,,,,,,,,,,,107244075
7,112,244,79,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,107244079
7,112,244,93,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107244093
7,113,245,1,2,1,2,500,,2,,,,,,,,,,,,,,,,,,,,107245001
7,113,245,1,1,1,1,1100,,1,1,2000,,,,,,,,,,,,,,,,,,107245001
7,113,245,3,1,1,1,200,,1,-8,50,,,,,,,,,,,,,,,,,,107245003
7,113,245,3,2,1,2,50,,1,-8,100,,,,,,,,,,,,,,,,,,107245003
7,113,245,7,1,1,2,10,,1,,200,,,,,,,,,,,,,,,,,,107245007
7,113,245,9,1,,1,5,,1,1,20,,,,,,,,,,,,,,,,,,107245009
7,113,245,10,1,1,1,2,,2,,,,,,,,,,,,,,,,,,,,107245010
7,113,245,13,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107245013
7,113,245,14,1,1,1,80,,1,-8,150,,,,,,,,,,,,,,,,,,107245014
7,113,245,18,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,107245018
7,113,245,20,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107245020
7,113,245,20,1,1,1,86,,1,,347,,,,,,,,,,,,,,,,,,107245020
7,113,245,21,1,1,1,10,,1,1,5,,,,,,,,,,,,,,,,,,107245021
7,113,245,25,1,1,1,20,,1,1,270,,,,,,,,,,,,,,,,,,107245025
7,113,245,27,1,1,1,40,,1,-8,10,,,,,,,,,,,,,,,,,,107245027
7,113,245,30,1,1,1,50,,1,-8,10,,,,,,,,,,,,,,,,,,107245030
7,113,245,32,1,1,1,4,,1,-8,15,,,,,,,,,,,,,,,,,,107245032
7,112,246,1,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107246001
7,112,246,1,2,1,2,50,,2,,,,,,,,,,,,,,,,,,,,107246001
7,112,246,4,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107246004
7,112,246,4,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107246004
7,112,246,9,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107246009
7,112,246,13,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107246013
7,112,246,15,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107246015
7,112,246,17,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107246017
7,112,246,17,2,1,2,5,,2,,,,,,,,,,,,,,,,,,,,107246017
7,112,246,18,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107246018
7,112,246,18,1,1,1,100,,1,-8,120,,,,,,,,,,,,,,,,,,107246018
7,112,246,19,1,1,1,20,,1,-8,100,,,,,,,,,,,,,,,,,,107246019
7,112,246,20,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107246020
7,112,246,20,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,107246020
7,112,246,22,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107246022
7,112,246,22,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107246022
7,112,246,25,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107246025
7,112,246,36,1,1,1,15,,2,,,,,,,,,,,,,,,,,,,,107246036
7,112,246,47,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107246047
7,112,246,47,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107246047
7,112,246,53,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,107246053
7,112,246,57,1,1,1,15,,2,,,,,,,,,,,,,,,,,,,,107246057
7,114,247,8,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107247008
7,114,247,10,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107247010
7,114,247,13,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107247013
7,114,247,14,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107247014
7,114,247,20,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107247020
7,114,247,25,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107247025
7,114,247,30,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107247030
7,114,247,36,1,1,1,60,,2,,,,,,,,,,,,,,,,,,,,107247036
7,114,247,40,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107247040
7,114,247,47,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107247047
7,114,247,47,2,1,2,50,,2,,,,,,,,,,,,,,,,,,,,107247047
7,114,247,48,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107247048
7,114,247,52,2,1,2,15,,2,,,,,,,,,,,,,,,,,,,,107247052
7,114,247,52,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107247052
7,114,247,53,1,1,1,100,,1,2,300,,,,,,,,,,,,,,,,,,107247053
7,114,247,53,2,1,2,200,,2,,,,,,,,,,,,,,,,,,,,107247053
7,114,247,57,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107247057
7,114,247,59,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,107247059
7,114,248,1,1,1,1,50,,1,1,150,,,,,,,,,,,,,,,,,,107248001
7,114,248,1,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107248001
7,114,248,2,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107248002
7,114,248,2,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107248002
7,114,248,3,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,107248003
7,114,248,3,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107248003
7,114,248,6,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107248006
7,114,248,8,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,107248008
7,114,248,8,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107248008
7,114,248,9,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,107248009
7,114,248,9,1,1,1,70,,2,,,,,,,,,,,,,,,,,,,,107248009
7,114,248,13,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,107248013
7,114,248,13,1,1,1,20,,1,1,400,,,,,,,,,,,,,,,,,,107248013
7,114,248,16,1,1,1,40,,1,1,200,,,,,,,,,,,,,,,,,,107248016
7,114,248,16,2,1,2,15,,2,,,,,,,,,,,,,,,,,,,,107248016
7,114,248,22,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107248022
7,114,248,22,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107248022
7,114,248,32,2,1,2,50,,2,,,,,,,,,,,,,,,,,,,,107248032
7,114,248,32,1,1,1,100,,1,-8,100,,,,,,,,,,,,,,,,,,107248032
7,114,248,34,1,1,1,80,,2,,,,,,,,,,,,,,,,,,,,107248034
7,114,248,34,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,107248034
7,114,248,51,2,1,2,35,,2,,,,,,,,,,,,,,,,,,,,107248051
7,114,248,51,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107248051
7,114,248,52,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,107248052
7,114,248,52,1,1,1,100,,1,-8,200,,,,,,,,,,,,,,,,,,107248052
7,114,248,57,2,1,2,30,,2,,,,,,,,,,,,,,,,,,,,107248057
7,114,248,57,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107248057
7,114,248,65,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107248065
7,130,249,1,2,2,1,,,,,150,,2,,,,,,,,,,,,,,,,107249001
7,130,249,1,1,1,1,700,,1,-8,50,,,,,,,,,,,,,,,,,,107249001
7,130,249,3,1,1,1,,,1,-8,100,,,,,,,,,,,,,,,,,,107249003
7,130,249,3,2,1,2,200,,2,,,,,,,,,,,,,,,,,,,,107249003
7,130,249,8,1,1,1,10,,1,-8,110,,,,,,,,,,,,,,,,,,107249008
7,130,249,9,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107249009
7,130,249,11,1,1,1,200,,1,-8,17000,,,,,,,,,,,,,,,,,,107249011
7,130,249,21,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107249021
7,130,249,25,1,1,1,200,,1,7,1000,,,,,,,,,,,,,,,,,,107249025
7,130,249,25,2,1,2,30,,2,,,,,,,,,,,,,,,,,,,,107249025
7,130,249,29,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,107249029
7,130,249,32,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,107249032
7,130,249,33,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,107249033
7,130,249,36,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107249036
7,130,249,42,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,107249042
7,130,249,43,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,107249043
7,130,249,51,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107249051
7,130,249,61,1,1,1,40,,1,,140,,-8,-8,-8,-8,-8,30,1,,4,"1",1,,,,,,107249061
7,127,250,1,1,1,1,60,,2,,,,,,,,,,,,,,,,,,,,107250001
7,127,250,4,1,1,1,50,,1,,200,,,,,,,,,,,,,,,,,,107250004
7,127,250,8,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107250008
7,127,250,12,1,1,1,30,,1,-8,230,,,,,,,,20,,2,"2",2,,,,,,107250012
7,127,250,16,1,1,1,30,,1,,25,,,,,,,,,,,,,,,,,,107250016
7,127,250,23,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107250023
7,127,250,24,1,1,1,100,,1,,200,,,,,,,,,,,,,,,,,,107250024
7,127,250,24,2,1,2,70,,1,,100,,,,,,,,,,,,,,,,,,107250024
7,127,250,27,1,1,2,400,,1,-8,500,,,,,,,,,,,,,,,,,,107250027
7,127,250,28,2,1,2,30,,2,,,,,,,,,,,,,,,,,,,,107250028
7,127,250,28,1,1,1,150,,2,,,,,,,,,,,,,,,,,,,,107250028
7,127,250,29,2,,1,50,,2,,,,,,,,,,,,,,,,,,,,107250029
7,127,250,29,1,,1,100,,2,,,,,,,,,,,,,,,,,,,,107250029
7,127,250,32,1,1,1,30,,1,-8,400,,,,,,,,,,,,,,,,,,107250032
7,127,250,44,1,1,1,30,,1,-8,1500,,,,,,,,,,,,,,,,,,107250044
7,127,250,45,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,107250045
7,127,250,49,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107250049
7,127,250,50,1,1,1,10,,,,200,,,,,,,,,,,,,,,,,,107250050
7,127,251,3,1,,1,20,,1,,50,,,,,,,,,,,,,,,,,,107251003
7,127,251,8,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107251008
7,127,251,8,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,107251008
7,127,251,13,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,107251013
7,127,251,23,1,1,1,20,,1,,10,,,,,,,,,,,,,,,,,,107251023
7,127,251,31,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107251031
7,127,251,34,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107251034
7,127,251,36,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107251036
7,127,251,38,1,1,1,15,,1,,100,,,,,,,,,,,,,,,,,,107251038
7,127,251,38,2,1,1,,,1,,120,,,,,,,,,,,,,,,,,,107251038
7,127,251,38,3,1,2,,,1,,200,,,,,,,,,,,,,,,,,,107251038
7,127,251,39,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107251039
7,127,251,46,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107251046
7,127,251,51,1,1,1,200,,2,,,,,,,,,,,,,,,,,,,,107251051
7,127,251,58,1,1,1,150,,1,-8,400,,,,,,,,,,,,,,,,,,107251058
7,127,251,60,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,107251060
7,127,251,91,1,1,1,30,,1,-8,100,,,,,,,,,,,,,,,,,,107251091
7,127,251,92,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107251092
7,128,252,8,1,1,1,250,,1,-8,2500,,,,,,,,,,,,,,,,,,107252008
7,128,252,11,2,,2,3,,2,,,,,,,,,,,,,,,,,,,,107252011
7,128,252,11,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,107252011
7,128,252,14,1,1,1,5,,1,-8,10,,,,,,,,,,,,,,,,,,107252014
7,128,252,14,2,2,1,,,1,-8,13,,,,,,,,,,,,,,,,,,107252014
7,128,252,19,1,1,1,20,,1,-8,150,,,,,,,,,,,,,,,,,,107252019
7,128,252,23,1,1,1,50,,1,-8,10,,,,,,,,,,,,,,,,,,107252023
7,128,252,24,2,1,2,,,2,,,,,,,,,,,,,,,,,,,,107252024
7,128,252,24,1,1,1,50,,1,,300,,,,,,,,,,,,,,,,,,107252024
7,128,252,26,1,1,1,8,,1,-8,640,,,,,,,,,,,,,,,,,,107252026
7,128,252,30,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107252030
7,128,252,32,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,107252032
7,128,252,35,2,1,2,12,,2,,,,,,,,,,,,,,,,,,,,107252035
7,128,252,35,1,1,1,40,,1,,100,,,,,,,,,,,,,,,,,,107252035
7,128,252,36,1,1,1,2,,2,,,,,,,,,,,,,,,,,,,,107252036
7,128,252,41,1,1,1,2,,1,-8,350,,,,,,,,,,,,,,,,,,107252041
7,128,252,55,2,1,2,15,,2,,,,,,,,,,,,,,,,,,,,107252055
7,128,252,55,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,107252055
7,128,252,59,1,1,1,3,,2,,,,,,,,,,,,,,,,,,,,107252059
7,128,252,60,1,1,1,200,,1,-8,900,,,,,,,,,,,,,,,,,,107252060
7,117,253,2,1,1,1,,,1,-8,800,,,,,,,,,,,,,,,,,,107253002
7,117,253,3,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,107253003
7,117,253,33,1,2,1,,,1,-8,700,,,,,,,,,,,,,,,,,,107253033
7,117,253,37,1,2,1,,,1,-8,400,,,,,,,,,,,,,,,,,,107253037
7,117,253,42,1,2,1,,,1,-8,75,,,,,,,,,,,,,,,,,,107253042
7,117,253,47,1,2,1,,,1,-8,10,,,,,,,,,,,,,,,,,,107253047
7,120,254,10,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,107254010
7,120,254,10,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,107254010
7,120,254,31,1,1,1,500,,2,,,,,,,,,,,,,,,,,,,,107254031
7,120,254,35,1,2,1,,,1,,500,,,,,,,,2,,4,"1",1,,,,,,107254035
7,120,254,35,2,2,1,,,1,,100,,,,,,,,1,,4,"1,5",1,5,,,,,107254035
7,120,254,37,1,2,1,,,1,,150,,,,,,,30,2,80,1,"1,2,6",1,2,6,,,,107254037
7,120,255,11,1,1,1,500,,2,,,,,,,,,,,,,,,,,,,,107255011
7,120,255,16,1,2,1,,,1,,10,,,,,,,1,10,,2,,,,,,,,107255016
7,120,255,20,1,2,1,,,1,-8,20,,,,,,,2,10,,1,"5",5,,,,,,107255020
7,120,255,21,1,2,1,,,1,-8,40,,,,,,,,,,,,,,,,,,107255021
7,120,255,31,1,2,1,,,1,-8,,,,,,,,,,,,,,,,,,,107255031
7,120,255,40,2,2,1,,,1,-8,40,,,,,,,,,,,,,,,,,,107255040
7,120,255,40,1,2,1,,,1,-8,50,,,,,,,,,,,,,,,,,,107255040
7,120,255,53,1,2,1,,,1,-8,10,,,,,,,,,,,,,,,,,,107255053
7,120,255,55,1,2,1,,,1,-8,204,,,,,,,,,,,,,,,,,,107255055
7,120,255,65,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,107255065
7,120,255,70,2,2,1,,,1,-8,,,,,,,,,,,,,,,,,,,107255070
7,120,255,70,1,2,1,,,1,-8,100,,,,,,,,,,,,,,,,,,107255070
7,120,255,78,1,2,1,,,1,-8,,,,,,,,,,,,,,,,,,,107255078
7,119,256,3,1,2,1,,,1,-8,650,,,,,,,,,,,,,,,,,,107256003
7,119,256,10,1,2,1,,,1,1,300,,,,,,,,,,,,,,,,,,107256010
7,119,256,16,1,2,1,,,1,-8,25,,,,,,,,4,,4,"2",2,,,,,,107256016
7,119,256,17,1,2,1,,,1,-8,20,,,,,,,,,,,,,,,,,,107256017
7,119,256,18,1,2,1,,,1,-8,1000,,,,,,,,,,,,,,,,,,107256018
7,119,256,28,1,2,1,,,1,1,150,,,,,,,,1,,9,"3",3,,,,,,107256028
7,119,256,30,1,2,1,,,1,1,40,,,,,,,,,,,,,,,,,,107256030
7,119,256,40,1,2,1,,,1,-8,50,,,,,,,,,,,,,,,,,,107256040
7,119,256,45,1,2,1,,,1,,400,,,,,,,,,,,,,,,,,,107256045
7,119,256,45,2,2,1,,,1,,,,,,,,,,,,,,,,,,,,107256045
7,120,257,1,1,2,1,,,1,-8,600,,,,,,,,,,,,,,,,,,107257001
7,120,257,4,1,2,1,,,1,-8,200,,,,,,,,,,,,,,,,,,107257004
7,120,257,8,1,2,1,,,1,-8,20,,,,,,,3,20,,4,"7",7,,,,,,107257008
7,120,257,11,1,1,1,500,,2,,,,,,,,,,,,,,,,,,,,107257011
7,120,257,11,2,1,2,200,,2,,,,,,,,,,,,,,,,,,,,107257011
7,120,257,37,1,2,1,,,1,-8,100,,1,1,1,1,1,5,10,,4,"2",2,,,,,,107257037
7,120,257,37,3,2,1,,,2,,,,,,,,,,,,,,,,,,,,107257037
7,120,257,37,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,107257037
7,120,257,39,1,2,1,,,1,-8,50,,,,,,,,1,,8,"11",1,,,,,,107257039
7,8,258,10,1,2,1,,,1,,500,,,,,,,,,,,,,,,,,,107258010
7,8,258,30,2,1,1,,,1,-8,80,,,,,,,,,,,,,,,,,,107258030
7,8,258,30,1,1,1,,,1,-8,40,,,,,,,,,,,,,,,,,,107258030
7,8,258,31,1,1,1,,,1,-8,140,,,,,,,,,,,,,,,,,,107258031
7,8,258,39,1,2,1,,,1,-8,20,,,,,,,,,,,,,,,,,,107258039
7,8,258,39,2,2,1,,,1,-8,50,,,,,,,,,,,,,,,,,,107258039
7,133,259,8,1,2,1,,,1,-8,1500,,,,,,,,,,,,,,,,,,107259008
7,133,259,11,1,2,1,,,1,,370,,,,,,,,,,1,,,,,,,,107259011
7,133,259,12,1,2,1,,,1,-8,1200,,,,,,,1,1200,,,,,,,,,,107259012
7,133,259,13,1,1,1,300,,2,,,,,,,,,,,,,,,,,,,,107259013
7,133,259,15,1,2,1,,,1,,1000,,,,,,,,,,,,,,,,,,107259015
7,133,259,29,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,107259029
7,133,259,29,3,2,1,,,2,,,,,,,,,,,,,,,,,,,,107259029
7,133,259,29,1,1,1,300,,2,,,,,,,,,,,,,,,,,,,,107259029
7,133,259,30,1,2,1,,,1,-8,1200,,,,,,,,,,,,,,,,,,107259030
7,8,260,18,1,2,1,,,1,-8,300,,,,,,,10,20,,1,"8",8,,,,,,107260018
7,8,260,45,1,1,1,300,,1,,200,,1,,,,,5,80,,1,"8",8,,,,,,107260045
7,8,261,56,1,2,1,,,1,-8,50,,,,,,,,,,,,,,,,,,107261056
7,8,261,85,1,1,1,0,,1,-8,500,,,,,,,,,,,,,,,,,,107261085
7,132,262,9,1,1,4,30,,1,-8,30,,,,,,,25,4,,8,"3",3,,,,,,107262009
7,132,262,17,1,1,1,70,,1,-8,5,,,,,,,,,,,,,,,,,,107262017
7,132,262,18,1,2,1,,,1,-8,80,,,,,,,0,,,2,"3",3,,,,,,107262018
7,132,262,23,1,1,2,10,,1,,100,,2,,,,,20,4,,1,"3",3,,,,,,107262023
7,124,263,28,2,2,1,,,1,,300,,,,,,,4,80,,1,"5",5,,,,,,107263028
7,124,263,28,1,1,1,500,,1,,800,,,,,,,,,,,,,,,,,,107263028
7,124,263,32,1,2,1,,,1,-8,110,,,,,,,,,,,,,,,,,,107263032
7,124,263,36,1,2,1,,,1,-8,1500,,,,,,,,,,,,,,,,,,107263036
7,124,263,41,1,2,1,,,1,-8,1000,,,,,,,,,,,,,,,,,,107263041
7,124,264,34,1,2,1,,,1,,20,,,,,,,,2,,1,"8",8,,,,,,107264034
7,121,265,14,1,1,3,400,,2,,,,,,,,,,,,,,,,,,,,107265014
7,121,265,20,1,2,1,,,1,-8,10,,,,,,,,,,,,,,,,,,107265020
7,121,265,22,1,2,1,,,1,-8,700,,,,,,,,,,,,,,,,,,107265022
7,121,265,39,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,107265039
7,122,266,5,1,2,1,,,1,,30,,,,,,,5,20,,2,"2",2,,,,,,107266005
7,122,266,7,1,2,1,,,1,-8,200,,,,,,,20,20,,1,"2,3",2,3,,,,,107266007
7,122,266,12,1,2,1,,,1,,300,,,,,,,,300,,1,"2",2,,,,,,107266012
7,122,266,28,1,2,1,,,1,-8,350,,29,,,,,,,,,,,,,,,,107266028
7,122,266,29,1,2,1,,,1,-8,400,,,,,,,,,,,,,,,,,,107266029
7,122,266,30,1,2,1,,,1,-8,20,,,,,,,,,,,,,,,,,,107266030
7,122,267,2,1,1,1,60,,2,,,,,,,,,,,,,,,,,,,,107267002
7,122,267,13,1,2,1,,,1,,10,,,,,,,,,,,,,,,,,,107267013
7,122,267,25,1,1,1,,,1,-8,50,,,,,,,,,,,,,,,,,,107267025
7,122,267,50,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,107267050
7,115,268,2,1,1,1,400,,2,,,,,,,,,,,,,,,,,,,,107268002
7,115,268,16,1,2,1,,,1,,100,,,,,,,,,,,,,,,,,,107268016
