"id1","id2","id3","id4","s9d_ie","s9e_i","s9e_ii","s9e_9","s9e_10","s9e_11","s9e_12","s9e_13","s9e_14","s9e_15","s9e_16","s9e_iii","s9e_iv","hhno"
8,135,310,35,4,3,22,"B","A","D","C","C","B","D","A",3,26,108310035
8,135,310,35,,,,,,,,,,,,,,108310035
8,135,310,35,,,,,,,,,,,,,,108310035
8,135,311,1,5,7,2,"B","A","D","C","C","B","D","A",7,4,108311001
8,135,311,1,3,6,59,"B","A","D","C","C","A","D","A",7,1,108311001
8,135,311,1,6,7,7,"B","A","D","C","C","C","B","A",7,10,108311001
8,135,311,10,4,,,,,,,,,,,,,108311010
8,135,311,10,3,1,50,"B","A","A","C","C","C","C","D",1,52,108311010
8,135,311,19,2,,,,,,,,,,,,,108311019
8,135,311,21,3,4,13,"B","A","D","C","C","B","D","A",4,15,108311021
8,135,311,21,4,4,26,"B","B","A","C","C","B","D","A",4,30,108311021
8,135,311,28,5,,,,,,,,,,,,,108311028
8,135,311,28,3,2,31,"B","A","D","C","A","B","A","C",2,34,108311028
8,135,311,28,4,,,,,,,,,,,,,108311028
8,135,311,29,4,7,18,"B","A","D","C","C","B","D","A",7,30,108311029
8,135,311,29,3,6,26,"B","A","D","B","C","B","D","A",6,32,108311029
8,135,311,29,5,5,59,"B","A","A","B","C","B","B","A",6,0,108311029
8,135,311,29,6,6,2,,,,,,,,,,,108311029
8,135,311,29,11,7,15,,,,,,,,,,,108311029
8,135,311,33,4,18,26,"B","A","D","C","C","B","D","B",18,27,108311033
8,135,311,33,5,18,24,"B","A","D","C","C","B","A","A",18,25,108311033
8,135,311,33,3,,,,,,,,,,,,,108311033
8,135,311,33,6,18,17,"B","A","D","C","C","B","D","D",18,23,108311033
8,135,311,36,4,,,,,,,,,,,,,108311036
8,135,311,36,5,,,,,,,,,,,,,108311036
8,135,311,36,3,18,49,"B","A","D","C","C","B","D","B",18,52,108311036
8,137,285,15,,,,,,,,,,,,,,108285015
8,137,285,15,,,,,,,,,,,,,,108285015
8,137,285,15,10,11,16,"B","A","D","C","C","B","D","A",11,35,108285015
8,137,285,18,3,7,9,"C","C","A","C","A","D","D","B",7,13,108285018
8,137,285,19,1,8,6,"B","A","B","B","B","A","A","C",8,14,108285019
8,137,286,1,3,,,,,,,,,,,,,108286001
8,137,286,1,4,,,,,,,,,,,,,108286001
8,137,286,1,5,2,52,"B","B","B","B","A","B","A","B",2,57,108286001
8,137,286,1,6,,,,,,,,,,,,,108286001
8,137,286,4,3,,,,,,,,,,,,,108286004
8,137,286,4,4,12,20,"B","A","B","B","B","B","B","C",12,27,108286004
8,137,286,5,3,,,,,,,,,,,,,108286005
8,137,286,5,4,,,,,,,,,,,,,108286005
8,137,286,8,3,9,12,"B","A","D","C","C","B","D","C",9,20,108286008
8,137,286,13,14,,,,,,,,,,,,,108286013
8,137,286,13,18,,,,,,,,,,,,,108286013
8,137,286,13,7,,,,,,,,,,,,,108286013
8,137,286,13,4,,,,,,,,,,,,,108286013
8,137,286,13,8,,,,,,,,,,,,,108286013
8,137,286,13,15,,,,,,,,,,,,,108286013
8,137,286,13,5,,,,,,,,,,,,,108286013
8,137,286,13,10,,,,,,,,,,,,,108286013
8,137,286,13,3,,,,,,,,,,,,,108286013
8,137,286,13,9,,,,,,,,,,,,,108286013
8,137,286,14,4,,,,,,,,,,,,,108286014
8,137,286,14,7,,,,,,,,,,,,,108286014
8,137,286,14,8,,,,,,,,,,,,,108286014
8,137,286,14,3,,,,,,,,,,,,,108286014
8,137,286,15,6,,,,,,,,,,,,,108286015
8,137,286,15,3,,,,,,,,,,,,,108286015
8,137,286,15,5,,,,,,,,,,,,,108286015
8,137,286,15,4,,,,,,,,,,,,,108286015
8,137,286,16,5,,,,,,,,,,,,,108286016
8,137,286,16,4,,,,,,,,,,,,,108286016
8,137,286,16,3,,,,,,,,,,,,,108286016
8,137,287,1,3,6,43,"B","A","B","C","A","B","A","B",6,47,108287001
8,137,287,3,3,9,8,"B","A","A","C","C","B","A","A",6,14,108287003
8,138,278,1,2,8,50,"B","A","B","C","D","B","B","A",8,55,108278001
8,138,278,1,5,9,3,"B","B","C","B","B","C","D","C",9,7,108278001
8,138,278,4,3,10,30,"B","A","D","D","C","A","A","B",10,38,108278004
8,138,278,5,5,12,30,"B","A","D","D","B","A","D","A",12,36,108278005
8,138,278,5,6,12,21,"B","A","C","A","B","C","A","D",12,26,108278005
8,138,278,5,7,12,39,"B","A","D","C","B","A","A","B",12,46,108278005
8,138,278,8,3,12,22,"B","B","B","B","C","C","C","B",12,30,108278008
8,138,278,9,5,,,"D","B","B","A","B","A","B","C",,,108278009
8,138,278,9,3,,,"A","C","B","A","C","B","D","D",,,108278009
8,138,278,9,4,,,"B","A","D","B","B","C","A","B",,,108278009
8,138,278,11,7,12,45,"B","B","D","C","C","B","D","A",12,50,108278011
8,138,278,11,6,12,35,"B","A","B","B","A","B","D","D",12,39,108278011
8,138,278,14,4,4,37,"C","B","C","B",,"B","C","C",4,38,108278014
8,138,278,14,3,4,25,"B","A","A","B","C","B","B","C",4,30,108278014
8,138,278,16,5,12,9,"B","B","B","C","C","C","C","C",12,15,108278016
8,138,278,16,3,11,45,"B","A","D","C","C","B","A","A",11,48,108278016
8,138,278,16,4,11,54,"B","A","D","C","C","B","D","A",11,57,108278016
8,138,278,17,6,2,6,"A","C","C","C","A","A","C","C",2,10,108278017
8,138,278,17,5,1,51,"B","A","B","B","B","D","B","B",2,0,108278017
8,138,278,17,3,1,42,"B","A","D","C","C","B","D","A",1,44,108278017
8,138,278,20,3,8,0,"B","A","D","B","C","B","B","A",8,3,108278020
8,138,278,20,6,4,34,"A","C","D","C","C","B","D","A",4,38,108278020
8,138,278,20,7,4,43,"B","B","D","B","A","A","B","B",4,47,108278020
8,138,278,20,4,7,51,"B","A","D","C","A","A","A","A",7,53,108278020
8,138,278,20,5,4,22,"B","A","B","B","B","B","B","B",4,25,108278020
8,138,278,21,4,1,31,"A","B","B","D","B","D","D","A",1,40,108278021
8,138,278,21,3,1,10,"A","B","D","C","A","B","A","A",1,20,108278021
8,138,278,21,6,1,50,"B","B","D","C","D","B","D","C",1,59,108278021
8,140,291,6,5,10,50,"D","C","C","B","C","B","B","B",10,53,108291006
8,140,291,6,7,10,58,"B","B","C","C","B","C","A","C",10,59,108291006
8,140,291,6,4,10,43,"B","B","B","B","A","B","A","C",10,46,108291006
8,140,291,7,3,5,40,"B","B","B","B","C","B","C","B",5,44,108291007
8,140,291,7,4,5,49,"C","A","A","D","A","A","A","B",5,52,108291007
8,140,291,9,5,11,40,"B","B","B","C","C","B","A","A",11,48,108291009
8,140,291,12,8,8,10,"A","B","C","C","C","B","A","A",8,17,108291012
8,140,291,17,5,12,46,"B","C","B","D","C","A","B","A",12,52,108291017
8,140,291,17,6,12,54,"B","A","D","C","C","B","D","C",1,6,108291017
8,140,291,25,3,4,17,"B","A","D","C","C","A","A","A",4,36,108291025
8,140,291,36,6,12,23,"D","B","B","D","D","B","B","C",12,26,108291036
8,140,291,36,4,12,,"B","C","B","B","C","C","B","C",12,4,108291036
8,140,291,36,5,12,12,"C","B","C","C","B","B","C","B",12,16,108291036
8,140,291,36,10,12,31,"B","D","C","B","B","C","C","D",12,34,108291036
8,140,291,38,4,7,34,"B","A","B","D","D","A","D","C",7,45,108291038
8,140,291,38,3,7,23,"B","A","C","C","C","B","A","A",7,32,108291038
8,140,291,39,5,10,16,"B","A","A","B","B","B","B","C",,,108291039
8,140,292,17,6,2,25,"A","A",,"B","C","D","C","B",2,31,108292017
8,140,292,17,5,2,6,"B","A","D","C","C","B","D","A",2,15,108292017
8,140,292,21,6,10,37,"B","C","B","B","B","C","C",,10,40,108292021
8,140,293,13,3,5,9,"C","A","A","B","C","B","A","B",5,12,108293013
8,141,294,1,7,12,50,"C","A","D","D","B","C","C","D",12,53,108294001
8,141,294,1,6,12,40,"B","A","D","C","C","B","A","D",12,45,108294001
8,141,294,3,3,4,15,"B","A","D","C","A","A","B","A",4,28,108294003
8,141,294,4,7,7,44,"C","A","D","C","C","C","C","C",7,56,108294004
8,141,294,5,6,7,22,"B","A","A","B","B","A","A","B",7,27,108294005
8,141,294,7,2,2,25,"B","A","A","A","A","A","A","C",2,30,108294007
8,141,294,7,1,2,15,"B","C","C","B","B","B","B","C",2,19,108294007
8,141,294,10,12,5,46,"A","C","C","B","B","C","D","B",5,53,108294010
8,141,294,10,6,5,26,"C","A","A","C","A","A","C","A",5,30,108294010
8,141,294,10,3,5,,"D","C","D","C","D","B","A","C",5,8,108294010
8,141,294,10,11,5,40,"D","A","D","C","C","B","A","A",5,46,108294010
8,141,294,10,4,5,10,"B","C","B","C","C","D","D","B",5,16,108294010
8,141,294,10,7,5,31,"D","C","C","A","B","C","B","C",5,38,108294010
8,141,294,10,5,5,18,"D","B","B","A","D","C","B","C",5,24,108294010
8,141,294,11,3,9,20,"C","D","C","B","C","C","A","C",9,22,108294011
8,141,294,11,7,9,27,"A","B","B","D","A","A","C","A",9,28,108294011
8,141,294,13,5,8,51,"B","C","B","B","C","A","B","C",8,52,108294013
8,141,294,15,4,1,41,"C","A","C","A","B","B","A","B",1,51,108294015
8,141,294,15,6,2,2,"B","C","B","B","C","B","A","B",2,11,108294015
8,141,294,15,8,2,21,"D","A","C","C","B","B","B","C",2,29,108294015
8,141,294,15,10,2,41,"D","C","C","C","C","B","A","C",2,53,108294015
8,141,294,15,10,2,41,"D","C","C","C","C","B","A","C",2,53,108294015
8,141,294,15,3,1,21,"B","B","A","B","B","C","A","C",1,29,108294015
8,142,275,1,4,11,17,"B","C","B","B","B","B","B","B",11,22,108275001
8,142,275,1,3,11,6,"B","B","C","C","C","C","C","C",11,10,108275001
8,142,275,1,5,11,27,"C","B","C","C","C","D","C","C",11,32,108275001
8,142,275,11,2,8,49,"B","A","B","B","C","B","B","C",8,52,108275011
8,142,275,22,4,7,36,"B","A","D","C","C","B","D","C",7,40,108275022
8,142,275,22,5,7,45,"D","B","D","B","B","C","C","B",7,49,108275022
8,142,275,33,4,4,30,"B","A","D","C","B","A","C","A",4,34,108275033
8,142,275,33,6,4,39,"C",,"A","C","A","A","C","A",4,44,108275033
8,142,275,33,3,4,25,"B","A","D","C","C","B","D","C",4,29,108275033
8,142,275,33,5,4,35,"B","B","B","B","D","A","A","B",4,39,108275033
8,142,275,36,4,9,35,"B","A","B","B","C","D","A","A",,,108275036
8,142,275,36,7,9,47,"C","B","B","B","A","C","A","A",,,108275036
8,142,275,36,3,9,30,"B","A","D","C","A","C","A","C",,,108275036
8,142,275,36,5,9,38,"B","B","C","C","A","C","B","A",,,108275036
8,142,275,36,6,9,43,"A","A","B","C","C","A","D","C",,,108275036
8,142,275,37,4,6,21,"B","A","D","C","C","B","D","C",6,25,108275037
8,142,275,39,4,2,20,"B","B","B","C","A","A","B","B",2,23,108275039
8,142,275,39,5,2,24,"B","A","C","B","B","C","A","C",2,26,108275039
8,142,275,39,7,2,30,"B","B","C","C","C","C","A","B",2,34,108275039
8,142,275,39,6,2,27,"C","A","B","C",,"B","C","B",2,30,108275039
8,142,276,1,3,6,40,"B","C","B","B","A","C","B","B",6,44,108276001
8,142,276,4,5,11,51,"C","A","D","C","C","B","A","C",11,54,108276004
8,142,276,4,4,11,48,"B","B","A","B","A","D","C","C",11,51,108276004
8,142,276,4,6,11,55,"A","C","A","B","B","C","B","A",11,59,108276004
8,142,276,4,3,11,43,"B","A","C","B","C","C","C","A",11,48,108276004
8,142,276,6,3,2,45,"C","A","B","D","C","D","A","D",2,48,108276006
8,142,276,6,2,2,40,"B","B","A","B","B","B","C","B",2,44,108276006
8,142,276,7,2,5,40,"B","A","A","A","A","B","B","B",5,43,108276007
8,142,276,11,5,,,,,,,,,,,,,108276011
8,142,276,11,7,12,15,"B","A","D","C","C","B","A","B",12,19,108276011
8,142,276,11,6,11,53,"B","A","D","C","C","B","D","C",11,59,108276011
8,142,276,11,8,12,26,"B","A","D","C","C","A","B","B",12,35,108276011
8,142,277,4,5,,,,,,,,,,,,,108277004
8,142,277,4,2,,,,,,,,,,,,,108277004
8,142,277,10,7,,,,,,,,,,,,,108277010
8,142,277,11,7,,,,,,,,,,,,,108277011
8,142,277,11,4,,,,,,,,,,,,,108277011
8,142,277,11,3,,,,,,,,,,,,,108277011
8,142,277,11,6,,,,,,,,,,,,,108277011
8,142,277,14,6,,,,,,,,,,,,,108277014
8,142,277,14,7,,,,,,,,,,,,,108277014
8,142,277,14,4,,,,,,,,,,,,,108277014
8,142,277,14,5,,,,,,,,,,,,,108277014
8,142,277,14,3,,,,,,,,,,,,,108277014
8,142,277,20,2,,,,,,,,,,,,,108277020
8,142,277,21,3,1,28,"C","B","C","B","C","C","C","C",1,37,108277021
8,142,277,21,5,1,46,"C","C","B","C","B","A","A","B",1,52,108277021
8,142,277,24,3,,,,,,,,,,,,,108277024
8,142,277,24,4,,,,,,,,,,,,,108277024
8,142,277,24,5,,,,,,,,,,,,,108277024
8,142,277,26,7,,,,,,,,,,,,,108277026
8,142,277,26,3,,,,,,,,,,,,,108277026
8,142,277,26,4,,,,,,,,,,,,,108277026
8,142,277,30,4,6,55,"B","A","B","C","B","B","C","C",6,56,108277030
8,142,277,30,6,6,58,"A","A","D","B","C","C","B","B",6,59,108277030
8,142,277,30,3,6,52,"B","A","A","C","B","A","B","B",6,55,108277030
8,142,277,30,11,7,0,"C","A","A","D","D","B","C","C",7,3,108277030
8,142,277,32,6,9,3,"C","B","B",,"B","A","A","D",9,7,108277032
8,142,277,32,5,8,59,"B","A","B","C","C","B","A","C",9,2,108277032
8,142,277,32,7,9,7,"A","B","C","A","A","A","A","D",9,10,108277032
8,142,277,32,3,8,55,"B","B","D","C","B","A","D","A",8,58,108277032
8,142,279,18,6,11,38,"B","A","D","B","C","B","D","C",11,43,108279018
8,142,279,18,3,,,,,,,,,,,,,108279018
8,142,279,32,3,6,36,"B","A","D","C","C","B","D","C",6,42,108279032
8,142,279,61,6,4,0,"B","A","D","C","C","B","D","B",4,3,108279061
8,142,279,61,3,3,47,"B","A","D","C","C","B","D","C",3,54,108279061
8,142,279,61,5,3,54,"B","A","D","C","C","B","D","B",4,0,108279061
8,142,279,61,7,4,6,"B","A","D","C","C","B","D","C",4,10,108279061
8,142,279,103,8,4,21,"B","A","D","C","C","B","D","D",4,30,108279103
8,142,279,103,10,4,59,"B","A","D","C","C","B","D","C",5,10,108279103
8,142,279,103,3,3,57,"B","B","C","B","A","C","D","A",4,5,108279103
8,142,279,110,3,10,11,"B","A","D","C","D","B","D","B",10,16,108279110
8,142,279,110,2,,,,,,,,,,,,,108279110
8,142,279,125,3,5,17,"B","A","D","C","C","B","D","A",5,19,108279125
8,142,279,125,5,5,22,"B","A","D","C","C","B","A","C",5,25,108279125
8,142,279,125,4,5,19,"B","A","D","C","C","B","D","C",5,21,108279125
8,143,281,77,2,7,15,"B","A","D","C","C","B","D","A",,,108281077
8,144,280,5,3,9,33,"C","A","A","D","D","B","B",,9,35,108280005
8,144,280,5,2,9,22,"B","B","B","B","B","C","C",,9,27,108280005
8,147,273,42,6,14,41,"C","B","A","D","A","C","B","A",14,44,108273042
8,147,273,42,4,14,28,"C","A","D","C","B","A","A","A",14,30,108273042
8,147,273,42,5,14,15,"B","C","D","C","D","B","A","C",14,19,108273042
8,147,273,50,3,16,40,"B","A","A","C","C","C","D","C",16,44,108273050
8,147,273,63,3,4,34,"B","A","D","C","C","A","B","C",4,36,108273063
8,147,273,63,4,4,48,"B","A","C","D","C","C","D","D",4,50,108273063
8,148,298,4,4,5,15,"B","A","D","C","C","B","D","C",5,22,108298004
8,148,298,4,3,6,16,"B","A","D","C","C","B","D","D",6,19,108298004
8,148,298,8,2,,,,,,,,,,,,,108298008
8,148,298,16,4,,,,,,,,,,,,,108298016
8,148,298,16,5,,,,,,,,,,,,,108298016
8,148,298,21,4,,,,,,,,,,,,,108298021
8,148,298,21,3,11,26,"B","A","A","C","C","B","C","A",11,29,108298021
8,148,298,21,2,,,,,,,,,,,,,108298021
8,148,298,24,6,,,,,,,,,,,,,108298024
8,148,298,24,3,4,49,"B","A","D","C","C","B","D","A",4,53,108298024
8,148,298,24,4,,,,,,,,,,,,,108298024
8,148,298,25,4,,,,,,,,,,,,,108298025
8,148,298,25,5,7,0,"B","A","D","D","C","B","D","A",7,1,108298025
8,148,300,1,7,3,4,"B","A","D","C","C","B","D","C",3,7,108300001
8,148,300,1,4,11,36,"B","A","C","C","C","B","C","C",,,108300001
8,148,300,1,5,2,46,"B","A","C","C","C","B","C","C",2,53,108300001
8,148,300,1,8,2,13,"B","A","D","C","C","B","D","B",2,17,108300001
8,148,300,1,9,1,31,"B","A","D","C","C","B","D","C",1,35,108300001
8,148,300,3,2,12,11,"B","A","C","C","C","B","D",,12,14,108300003
8,148,300,3,1,3,17,"B","A","D","C","C","B","D","A",3,19,108300003
8,148,300,7,2,11,56,"B","C","C","A","A","B","A","D",12,5,108300007
8,148,300,24,3,3,45,"B","A","D","C","C","B","D","A",3,47,108300024
8,148,300,25,3,12,51,"B","A","D","C","C","B","D","C",12,56,108300025
8,148,300,25,4,,,,,,,,,,,,,108300025
8,148,300,25,5,,,,,,,,,,,,,108300025
8,148,300,34,4,7,30,"B","A","C","D","C","B","D","A",7,37,108300034
8,148,300,34,3,8,18,"B","A","D","C","C","B","D","C",8,22,108300034
8,148,300,36,3,,,,,,,,,,,,,108300036
8,148,300,37,6,7,34,"B","A","D","C","C","B","D","B",7,37,108300037
8,148,300,37,5,6,37,"B","A","D","C","C","B","D","A",6,40,108300037
8,148,300,37,8,6,56,"B","A","D","C","C","B","D","B",7,0,108300037
8,148,300,37,7,6,53,"B","A","D","C","C","B","D","A",6,56,108300037
8,148,300,37,4,7,20,"B","A","D","C","C","B","D","B",7,23,108300037
8,148,302,1,3,1,34,"B","A","D","C","C","B","D","A",1,38,108302001
8,148,302,1,4,2,5,"B","A","D","C","C","B","D","A",2,9,108302001
8,148,302,4,3,2,26,"B","A","C","C","A","C","A","D",2,29,108302004
8,148,302,4,4,2,29,"B","A","D","C","C","B","D","A",2,32,108302004
8,148,302,4,7,2,35,"B","A","C","C","D","B","D","B",2,38,108302004
8,148,302,4,6,2,32,"B","A","D","C","C","B","D","A",2,35,108302004
8,148,302,9,2,,,,,,,,,,,,,108302009
8,148,302,12,2,5,34,"B","A","D","D","A","A","A","C",5,36,108302012
8,148,302,14,5,7,2,"B","A","D","C","C","B","C","C",7,4,108302014
8,148,302,14,3,6,38,"B","A","C","C","C","B","C","A",6,45,108302014
8,148,302,14,4,6,58,"B","A","D","C","C","B","C","A",7,1,108302014
8,148,302,18,4,4,52,"B","B","D","C","C","B","D","A",4,56,108302018
8,148,302,18,5,5,1,"B","B","C","D","D","C","D","B",5,4,108302018
8,148,302,18,3,4,56,"B","C","B","B","C","B","B","C",5,1,108302018
8,148,302,20,2,9,45,"B","A","D","C","C","B","D","A",9,47,108302020
8,148,302,38,3,8,50,"B","A","D","C","C","B","D","A",8,53,108302038
8,148,302,38,4,8,54,"B","A","D","C","C","B","D","B",8,57,108302038
8,148,302,40,3,6,10,"B","A","D","C","C","B","D","A",6,13,108302040
8,148,302,41,3,6,20,"B","A","C","C","A","A","D","D",6,22,108302041
8,149,306,2,3,,,,,,,,,,,,,108306002
8,149,306,2,5,,,,,,,,,,,,,108306002
8,149,306,2,6,,,,,,,,,,,,,108306002
8,149,306,2,4,11,,"C","C","A","B","A","B","C","B",11,56,108306002
8,149,306,3,6,,,,,,,,,,,,,108306003
8,149,306,3,5,,,,,,,,,,,,,108306003
8,149,306,3,4,,,,,,,,,,,,,108306003
8,149,306,5,3,,,,,,,,,,,,,108306005
8,149,306,8,3,,,,,,,,,,,,,108306008
8,149,306,8,8,,,,,,,,,,,,,108306008
8,149,306,8,4,,,,,,,,,,,,,108306008
8,149,306,8,10,2,7,"C","A","D","C","C","C","D","B",2,11,108306008
8,149,306,8,9,2,37,"B","A","A","C","C","B","D","A",2,39,108306008
8,149,306,10,5,,,,,,,,,,,,,108306010
8,149,306,10,4,7,19,"B","A","D","C","C","B","D","D",7,21,108306010
8,149,306,10,9,7,36,"B","A","D","C","C","B","D","A",7,39,108306010
8,149,306,10,3,7,13,"B","A","D","C","C","B","D","A",7,15,108306010
8,149,306,10,8,7,27,"B","C","B","A","C","C","B","A",7,,108306010
8,149,306,23,6,2,45,"B","A","D","C","A","B","D","A",2,48,108306023
8,149,306,24,4,,,,,,,,,,,,,108306024
8,149,306,24,8,3,59,"B","D","B","A","D","B","A","A",5,6,108306024
8,149,306,24,11,5,26,"A","A","B","C","A","B","D","A",5,30,108306024
8,149,306,24,7,,,,,,,,,,,,,108306024
8,149,306,24,12,,,,,,,,,,,,,108306024
8,149,306,24,10,,,,,,,,,,,,,108306024
8,149,306,25,8,,,,,,,,,,,,,108306025
8,149,306,27,4,8,33,"B","A","D","C","C","B","D","A",8,36,108306027
8,149,306,27,5,,,,,,,,,,,,,108306027
8,149,306,27,6,8,49,"B","A","D","C","C","B","A","A",8,52,108306027
8,149,306,28,3,,,,,,,,,,,,,108306028
8,149,306,28,10,,,,,,,,,,,,,108306028
8,149,306,29,3,,,,,,,,,,,,,108306029
8,149,306,30,3,,,,,,,,,,,,,108306030
8,149,306,31,3,,,,,,,,,,,,,108306031
8,149,306,31,4,,,,,,,,,,,,,108306031
8,149,306,32,9,,,,,,,,,,,,,108306032
8,149,306,32,3,,,,,,,,,,,,,108306032
8,149,306,32,5,8,13,"B","B","A","C","D","B","C","C",8,16,108306032
8,149,306,32,4,,,,,,,,,,,,,108306032
8,149,306,32,8,3,34,"B","A","D","C","D","B","D","B",8,38,108306032
8,150,274,14,3,6,27,"B","A","D","C","C","C","B","C",6,32,108274014
8,150,274,16,4,3,13,"B","A","D","C","C","B","D","A",3,16,108274016
8,150,274,16,3,3,2,"B","A","A","C","C","B","D","A",3,6,108274016
8,150,274,33,5,7,14,,,,,,,,,,,108274033
8,150,274,33,3,7,34,"B","A","A","B","C","B","A","B",7,39,108274033
8,150,274,33,4,8,57,"B","A","D","C","D","B","A","A",9,,108274033
8,150,274,33,2,5,23,"B","A","D","C","C","B","D","A",5,25,108274033
8,151,307,8,7,3,56,"B","A","C","C","C","B","D","D",4,5,108307008
8,151,307,8,3,3,25,"B","A","D","C","C","B","D","D",3,28,108307008
8,151,307,16,3,6,6,"B","A","D","C","C","B","D","A",6,6,108307016
8,151,307,21,7,3,48,"B","A","B","C","C","B","B","A",3,50,108307021
8,151,307,21,3,5,23,"B","A","D","C","C","B","D","D",5,3,108307021
8,151,307,33,3,3,28,"C","A","A","C","C","C","D","D",3,31,108307033
8,151,307,40,8,2,24,"B","A","D","C","C","B","D","A",2,25,108307040
8,151,308,1,3,3,8,"B","A","D","C","C","B","D","A",3,9,108308001
8,151,308,2,1,6,6,"B","A","D","B","C","B","D","A",6,7,108308002
8,151,308,3,3,10,41,"B","A","D","C","C","B","D","B",10,42,108308003
8,151,308,10,3,5,53,"B","B","D","B","C","A","C","C",5,57,108308010
8,151,308,10,4,7,30,"B","A","B","C","D","B","D","D",6,34,108308010
8,151,308,14,3,8,14,"B","C","D","C","C","B","A","D",8,17,108308014
8,151,308,14,,,,,,,,,,,,,,108308014
8,151,308,26,3,8,11,"B","A","D","A","D","A","C","C",8,17,108308026
8,151,308,30,3,6,33,"B","A","D","C","C","B","D","C",6,36,108308030
8,151,308,41,4,,,"B","A","D","C","A","B","B","C",,,108308041
8,151,308,41,,,,,,,,,,,,,,108308041
8,151,308,43,2,4,35,"A","B","C","B","A","B","D","A",4,37,108308043
8,151,308,48,4,2,55,"B","C","D","A","B","A","A","A",3,2,108308048
8,152,288,1,12,8,13,"B","B","A","C","A","C","B","D",8,17,108288001
8,152,288,1,5,8,1,"B","A","D","C","C","B","A","A",8,6,108288001
8,152,288,1,7,8,7,"A",,,"C","B","A","B","B",8,12,108288001
8,152,288,3,5,9,47,"B","B","D","C","B","D",,"B",9,52,108288003
8,152,288,3,3,9,44,"B","A","D","C","C","B","D","A",9,46,108288003
8,152,288,3,13,9,59,"B","A","D","C","C","C","C","D",10,4,108288003
8,152,288,3,6,9,52,"C","B","C","C","C","C","A","B",9,55,108288003
8,152,288,3,12,9,55,"C","A","D","B","B","B","B","C",5,59,108288003
8,152,288,4,4,7,17,"B","B","C","C","C","B","B","C",7,27,108288004
8,152,288,5,6,4,50,"A","C","B","C","C","C","B","D",4,59,108288005
8,152,288,5,3,4,41,"B","B","D","C","A","B","A","B",4,48,108288005
8,152,288,6,3,,,,,,,,,,,,,108288006
8,152,288,6,4,,,,,,,,,,,,,108288006
8,152,288,7,4,,,,,,,,,,,,,108288007
8,152,288,7,3,,,,,,,,,,,,,108288007
8,152,288,9,4,,,,,,,,,,,,,108288009
8,152,288,9,3,,,,,,,,,,,,,108288009
8,152,288,9,5,,,,,,,,,,,,,108288009
8,152,288,10,4,,,,,,,,,,,,,108288010
8,152,288,10,5,,,,,,,,,,,,,108288010
8,152,288,10,3,,,,,,,,,,,,,108288010
8,152,288,11,4,,,,,,,,,,,,,108288011
8,152,288,11,5,,,,,,,,,,,,,108288011
8,152,288,11,3,,,,,,,,,,,,,108288011
8,152,288,13,4,,,,,,,,,,,,,108288013
8,152,288,13,3,,,,,,,,,,,,,108288013
8,152,288,14,3,,,,,,,,,,,,,108288014
8,152,288,14,6,,,,,,,,,,,,,108288014
8,152,288,14,4,,,,,,,,,,,,,108288014
8,152,288,14,5,,,,,,,,,,,,,108288014
8,152,288,15,5,,,,,,,,,,,,,108288015
8,152,288,15,4,,,,,,,,,,,,,108288015
8,152,288,15,3,8,30,"B","C","A","B","C","D","B","D",8,39,108288015
8,152,288,16,9,,,,,,,,,,,,,108288016
8,152,288,16,3,,,,,,,,,,,,,108288016
8,152,288,16,4,,,,,,,,,,,,,108288016
8,152,288,16,5,,,,,,,,,,,,,108288016
8,152,289,5,3,10,35,"B","A","B","C","B","B","B","A",10,40,108289005
8,152,289,5,7,10,47,"B","A","B","C","B","B","B","A",10,55,108289005
8,152,289,5,4,10,41,"B","A","C","C","A","A","B","A",10,47,108289005
8,152,289,5,8,10,56,"B","A","B","C","C","A","B","B",11,3,108289005
8,152,289,11,7,4,30,"A","A","C","C","A","C","D","C",4,34,108289011
8,152,289,11,3,4,24,"B","A","B","B","C","A","B","A",4,29,108289011
8,152,289,12,3,11,30,"C","B","A","A","A","B","B","B",11,38,108289012
8,152,289,14,4,10,15,"B","B","C","B","C","B","D","A",10,20,108289014
8,152,289,41,5,9,43,"B","A","C","C","D","C","A",,9,56,108289041
8,152,289,47,8,8,31,"C","C","D","C","D","A","B","B",8,42,108289047
8,152,289,47,3,8,23,"B","A","C","C","C","B","B","C",8,30,108289047
8,152,290,7,3,7,0,"B","A","B","C","C","B","C","A",7,10,108290007
8,152,290,10,14,9,43,"B","A","B","C","D","D","B","B",9,56,108290010
8,153,282,1,5,6,47,"B","A","D","C","C","B","A","A",6,49,108282001
8,153,282,17,3,7,13,"B","A","B","C","C","B","B","B",,,108282017
8,153,283,3,6,7,32,"B","A","D","C","C","B","C","D",7,37,108283003
8,153,283,3,3,7,21,"B","A","D","C","B","B","C","B",7,25,108283003
8,153,283,5,4,10,52,"B","B","C","C","C","B","B","D",10,59,108283005
8,153,283,5,3,10,37,"B","A","D","C","C","B","A","C",10,42,108283005
8,153,283,9,5,7,1,"B","C","C","C","C","C","A","D",7,4,108283009
8,153,283,9,3,6,55,"B","A","D","C","C","B","C","A",6,56,108283009
8,153,283,9,4,6,58,"B","A","D","C","C","B","C","C",7,1,108283009
8,153,283,19,6,12,5,"A","B","C","A","B","B","D","C",12,10,108283019
8,153,283,19,4,11,45,"A","B","A","A","B","A","A","A",11,50,108283019
