"id1","id2","hhno","plot_no","s4aii_a10","s4aii_a11","s4aii_a12","s4aii_a13","s4aii_a14","s4aii_a15a","s4aii_a15b","s4aii_a15c","s4aii_a16","s4aii_a17","area_ha"
8,141,108294008,1,10,1,1,1,5,,"3KM",45,2,,4.0469446182251
8,141,108294008,4,2,1,1,1,1,,"3KM",45,2,,0.809388935565948
8,141,108294008,6,1,1,1,3,,1.5,"2KM",30,2,,0.404694467782974
8,141,108294008,5,2,1,1,1,1,,"3KM",45,2,,0.809388935565948
8,141,108294008,2,12,1,1,1,7,,"3KM",45,2,,4.85633325576782
8,141,108294009,4,0.200000002980232,1,1,2,,6,"4MILES",60,2,,0.0809388905763626
8,141,108294009,3,0.5,1,1,2,,3,"4MILES",60,2,,0.202347233891487
8,141,108294009,5,4,1,1,1,2.70000004768372,,"4MILES",60,2,,1.6187778711319
8,141,108294009,1,4,1,1,1,2.70000004768372,,"4MILES",60,2,,1.6187778711319
8,141,108294009,2,1,1,1,2,,1.5,"4MILES",60,2,,0.404694467782974
8,141,108294010,3,2,1,1,1,1,,"2KM",30,2,,0.809388935565948
8,141,108294010,4,3,1,1,1,2,,"3KM",30,2,,1.21408331394196
8,141,108294010,1,3,1,1,1,2,,"4KM",45,2,,1.21408331394196
8,141,108294010,2,6,1,1,1,3,,"3KM",40,2,,2.42816662788391
8,141,108294011,2,4,1,1,1,2,,"2MILES",60,1,,1.6187778711319
8,141,108294011,1,4,1,1,1,2,,"2MILES",60,1,,1.6187778711319
8,141,108294012,3,6,1,1,1,4,,"4MILE",80,1,,2.42816662788391
8,141,108294012,2,14,1,1,1,13,,"4MILE",80,1,,5.66572237014771
8,141,108294012,1,1,1,1,2,,1,"4MILE",80,1,,0.404694467782974
8,141,108294013,1,2,1,1,1,2,,"1MILE",50,1,1,0.809388935565948
8,141,108294013,3,2,1,1,1,2,,"1MILE",50,1,1,0.809388935565948
8,141,108294013,2,1,1,1,3,,,"1MILE",50,1,1,0.404694467782974
8,141,108294013,4,0.5,1,,2,,2,"100METRES",5,1,1,0.202347233891487
8,141,108294014,3,1,1,1,3,,,"2MILES",60,1,1,0.404694467782974
8,141,108294014,2,1,1,1,3,,,"2MILES",60,1,1,0.404694467782974
8,141,108294014,1,6,1,1,1,6,,"2MILES",60,1,1,2.42816662788391
8,141,108294014,4,3,1,1,1,3,,"2MILES",60,1,1,1.21408331394196
8,141,108294015,1,5,1,1,1,5,,"2MILES",60,1,,2.02347230911255
8,141,108294015,4,1,1,1,3,,,"2MILES",60,1,,0.404694467782974
8,141,108294015,2,3.5,1,1,1,3.5,,"2MILES",60,1,,1.41643059253693
8,141,108294015,3,1,1,1,3,,,"2MILES",60,1,,0.404694467782974
8,142,108275001,1,1,1,1,3,,,"0.5MILE",30,2,,0.404694467782974
8,142,108275005,1,1,1,1,3,,,"1MILE",60,2,,0.404694467782974
8,142,108275017,1,2,1,1,1,2,,"1MILE",60,2,,0.809388935565948
8,142,108275019,2,3,1,1,1,3,,"3MILES",90,1,1,1.21408331394196
8,142,108275019,1,2,1,1,1,3,,"3MILES",90,1,1,0.809388935565948
8,142,108275019,3,,,,,,,,,,,
8,142,108275022,3,3,1,1,1,3,,"2MILES",40,1,1,1.21408331394196
8,142,108275022,2,5,1,1,1,5,,"2MILES",40,1,1,2.02347230911255
8,142,108275022,1,4,1,1,1,4,,"2MILES",40,1,1,1.6187778711319
8,142,108275028,1,3,1,1,1,3,,"2MILES",60,1,1,1.21408331394196
8,142,108275028,2,2,1,1,1,2,,"2MILES",60,1,1,0.809388935565948
8,142,108275029,3,2,1,1,1,2,,"3MILES",140,1,1,0.809388935565948
8,142,108275029,2,3,1,1,1,3,,"3MILES",140,1,1,1.21408331394196
8,142,108275029,1,4,1,1,1,4,,"3MILES",140,1,1,1.6187778711319
8,142,108275032,3,1.5,1,1,1,1.5,,"1MILE",30,1,1,0.607041656970978
8,142,108275032,1,1,1,1,3,,,"1MILE",30,1,1,0.404694467782974
8,142,108275032,2,1.5,1,1,2,,0.5,"1MILE",30,1,1,0.607041656970978
8,142,108275033,1,5,1,1,1,5,,"4KM",2,2,,2.02347230911255
8,142,108275033,2,5,1,1,1,5,,"4KM",2,2,,2.02347230911255
8,142,108275036,1,4,1,1,1,4,,"3KM",60,2,,1.6187778711319
8,142,108275036,2,4,1,1,1,4,,"2KM",30,2,,1.6187778711319
8,142,108275036,3,2,1,1,1,2,,"1KM",15,1,1,0.809388935565948
8,142,108275037,2,5,1,1,1,5,,"3KM",60,2,,2.02347230911255
8,142,108275037,1,5,1,1,1,5,,"3KM",60,2,,2.02347230911255
8,142,108275038,1,2,1,1,1,2,,"4KM",120,2,,0.809388935565948
8,142,108275038,2,2,1,1,1,2,,"4KM",120,2,,0.809388935565948
8,142,108275039,2,3,1,1,1,3,,"3KM",120,2,,1.21408331394196
8,142,108275039,1,5,1,1,1,5,,"3KM",120,2,,2.02347230911255
8,142,108276001,4,5,1,1,1,5,,"6KM",120,1,1,2.02347230911255
8,142,108276001,5,2,1,1,1,2,,"6KM",120,1,1,0.809388935565948
8,142,108276001,2,10,1,1,1,10,,"6KM",120,1,1,4.0469446182251
8,142,108276001,3,4,1,1,1,4,,"6KM",120,1,1,1.6187778711319
8,142,108276001,1,3,1,1,1,3,,"6KM",120,1,1,1.21408331394196
8,142,108276002,1,7,1,1,1,7,,"4KM",60,2,,2.83286118507385
8,142,108276002,3,1,1,1,3,1,,"4KM",60,2,,0.404694467782974
8,142,108276002,2,6,1,1,1,7,,"4KM",60,2,,2.42816662788391
8,142,108276004,1,7,1,1,1,7,,"4KM",1,1,1,2.83286118507385
8,142,108276004,2,7,1,1,1,7,,"4KM",1,1,1,2.83286118507385
8,142,108276006,2,1,1,1,3,1,,"3KM",1,1,1,0.404694467782974
8,142,108276006,1,3,1,1,1,3,,"3KM",1,1,1,1.21408331394196
8,142,108276007,1,7,1,1,1,7,,"4KM",2,1,1,2.83286118507385
8,142,108276010,1,2,1,1,1,2,,"5MILES",160,1,1,0.809388935565948
8,142,108276010,3,7,1,1,1,7,,"5MILES",160,1,1,2.83286118507385
8,142,108276010,2,3,1,1,1,3,,"5MILES",160,1,1,1.21408331394196
8,142,108276011,2,4,1,1,1,4,,"4MILES",100,1,1,1.6187778711319
8,142,108276011,1,6,1,1,1,6,,"4MILES",100,1,1,2.42816662788391
8,142,108276011,3,3,1,1,1,3,,"4MILES",100,1,1,1.21408331394196
8,142,108276013,1,2,1,1,1,,,"7MILES",120,2,2,0.809388935565948
8,142,108276014,2,2,1,1,1,2,,"2MILES",60,1,1,0.809388935565948
8,142,108276014,3,2,1,1,1,2,,"2MILES",60,1,1,0.809388935565948
8,142,108276014,1,2,1,1,1,2,,"2MILES",60,1,1,0.809388935565948
8,142,108276015,4,1,1,1,3,,,"20MILES",180,1,1,0.404694467782974
8,142,108276015,2,2,1,1,1,2,,"20MILES",180,1,1,0.809388935565948
8,142,108276015,1,4,1,1,1,4,,"20MILES",180,1,1,1.6187778711319
8,142,108276015,3,2,1,1,1,2,,"20MILES",180,1,1,0.809388935565948
8,142,108276017,1,2.5,1,1,,2,,"1MILE",30,1,2,1.01173615455627
8,142,108276018,2,1,1,1,3,,,"2MILES",160,1,2,0.404694467782974
8,142,108276018,1,2,1,1,1,1,,"2MILES",160,1,2,0.809388935565948
8,142,108276019,1,10,1,1,1,10,,"25MILES",78,1,1,4.0469446182251
8,142,108276023,1,2,1,1,1,2,,"1MILE",60,2,,0.809388935565948
8,142,108276026,2,2,1,1,1,2,,"1KM",10,1,1,0.809388935565948
8,142,108276026,1,4,1,1,1,4,,"2KM",20,1,1,1.6187778711319
8,142,108277002,1,6,1,1,1,6,,"2MILES",60,1,1,2.42816662788391
8,142,108277002,2,2,1,1,1,2,,"2MILES",60,1,1,0.809388935565948
8,142,108277002,3,3,1,1,1,3,,"2MILES",60,1,1,1.21408331394196
8,142,108277004,1,5,1,1,1,5,,"2MILES",35,1,1,2.02347230911255
8,142,108277004,2,2,1,1,1,2,,"2MILES",40,1,1,0.809388935565948
8,142,108277004,3,2,1,1,1,2,,"2MILES",60,1,1,0.809388935565948
8,142,108277010,1,10,1,1,1,10,,"3MILES",120,1,1,4.0469446182251
8,142,108277010,2,10,1,1,1,10,,"3MILES",120,1,1,4.0469446182251
8,142,108277011,1,9,1,1,1,9,,"3MILES",120,1,1,3.64225006103516
8,142,108277011,2,2,1,1,1,2,,"3MILES",120,1,1,0.809388935565948
8,142,108277014,1,2,1,1,1,2,,"3MILES",90,1,1,0.809388935565948
8,142,108277014,2,2,1,1,1,2,,"3MILES",90,1,1,0.809388935565948
8,142,108277020,2,2,1,1,1,2,,"2MILES",60,1,2,0.809388935565948
8,142,108277020,1,2,1,1,1,2,,"2MILES",60,1,2,0.809388935565948
8,142,108277021,2,4,1,1,1,4,,"2MILES",60,2,,1.6187778711319
8,142,108277021,1,8,1,1,1,8,,"2MILES",60,2,,3.23755574226379
8,142,108277024,2,2,1,1,1,3,,"2MILES",60,2,,0.809388935565948
8,142,108277024,1,4,1,1,1,4,,"2MILES",60,2,,1.6187778711319
8,142,108277025,1,3,1,1,1,3,,"2MILE",60,2,,1.21408331394196
8,142,108277025,2,2,1,1,1,2,,"2MILE",60,2,,0.809388935565948
8,142,108277026,3,1,1,1,3,,,"2MILE",60,2,,0.404694467782974
8,142,108277026,2,7,1,1,1,7,,"2MILE",60,2,,2.83286118507385
8,142,108277026,1,7,1,1,1,7,,"2MILE",60,2,,2.83286118507385
8,142,108277028,1,4,1,1,1,4,,"3KM",60,2,,1.6187778711319
8,142,108277028,2,4,1,1,1,4,,"3KM",60,2,,1.6187778711319
8,142,108277030,1,10,1,1,1,10,,"3",60,2,,4.0469446182251
8,142,108277030,3,5,1,1,1,5,,"3",60,2,,2.02347230911255
8,142,108277030,2,7,1,1,1,7,,"2",40,2,,2.83286118507385
8,142,108277032,2,7,1,1,1,7,,"5KM",2,2,,2.83286118507385
8,142,108277032,1,10,1,1,1,10,,"5KM",2,2,,4.0469446182251
8,142,108277034,2,10,1,1,1,10,,"1KM",25,2,,4.0469446182251
8,142,108277034,1,8,1,1,1,8,,"2KM",45,2,,3.23755574226379
8,142,108277036,2,5,1,1,1,5,,"3KM",60,2,,2.02347230911255
8,142,108277036,1,6,1,1,1,6,,"3KM",60,2,,2.42816662788391
8,142,108279017,1,2,1,1,1,2,,"1MILE",60,2,,0.809388935565948
8,142,108279019,1,4,1,1,1,4,,"7MILE",240,2,,1.6187778711319
8,142,108279019,2,4,1,1,1,4,,"7MILE",240,2,,1.6187778711319
8,142,108279061,1,2,1,1,1,1,,"5KM",60,2,,0.809388935565948
8,142,108279095,1,1,1,1,3,,,"4KM",60,1,1,0.404694467782974
8,142,108279095,2,1,1,1,3,,,"4KM",60,1,1,0.404694467782974
8,142,108279096,1,2,1,1,1,2,,"3.5MILES",60,1,1,0.809388935565948
8,142,108279096,2,2,1,1,1,2,,"3.5MILES",60,1,1,0.809388935565948
8,142,108279102,3,2,1,1,3,,,"6MILES",60,1,1,0.809388935565948
8,142,108279102,1,2,1,1,1,2,,"6MILES",60,1,1,0.809388935565948
8,142,108279102,2,1,1,1,3,,,"6MILES",60,1,1,0.404694467782974
8,142,108279111,2,2,1,1,1,2,,"2MILE",120,2,,0.809388935565948
8,142,108279111,1,2,1,1,1,2,,"2MILE",120,2,,0.809388935565948
8,142,108279122,1,1,1,1,3,,,"4KM",120,2,,0.404694467782974
8,142,108279122,2,1,1,1,3,,,"4KM",120,2,,0.404694467782974
8,142,108279125,2,2,1,1,1,2,,"2KM",60,2,,0.809388935565948
8,142,108279125,1,1,1,1,3,,,"2KM",60,2,,0.404694467782974
8,143,108281015,1,5,1,1,1,5,,"2MILES",60,2,,2.02347230911255
8,143,108281015,2,2,1,1,1,2,,"2MILES",60,2,,0.809388935565948
8,143,108281034,1,4,1,1,1,4,,"2MILES",60,2,2,1.6187778711319
8,143,108281034,2,3,1,1,1,3,,"2MILES",60,2,2,1.21408331394196
8,143,108281041,1,2,1,1,1,2,,"2MILES",60,2,,0.809388935565948
8,143,108281041,2,2,1,1,1,2,,"2MILES",60,2,,0.809388935565948
8,143,108281045,2,4,1,1,1,4,,"4MILES",120,2,,1.6187778711319
8,143,108281045,1,4,1,1,1,4,,"4MILES",120,2,,1.6187778711319
8,143,108281051,2,3,1,1,1,3,,"2MILES",60,2,,1.21408331394196
8,143,108281051,1,6,1,1,1,6,,"2MILES",60,2,,2.42816662788391
8,143,108281051,3,4,1,1,1,4,,"2MILES",60,2,,1.6187778711319
8,143,108281072,3,1,1,1,3,,,"3KM",60,2,,0.404694467782974
8,143,108281072,1,4,1,1,1,4,,"3KM",60,2,,1.6187778711319
8,143,108281072,2,2,1,1,1,2,,"3KM",60,2,,0.809388935565948
8,143,108281073,2,2,1,1,1,2,,"3MILES",80,1,1,0.809388935565948
8,143,108281073,3,3,1,1,1,3,,"3MILES",80,1,1,1.21408331394196
8,143,108281073,4,1,1,1,3,,,"3MILES",80,1,1,0.404694467782974
8,143,108281073,1,2,1,1,1,2,,"3MILES",80,1,1,0.809388935565948
8,143,108281073,5,3,1,1,1,3,,"3MILES",80,1,1,1.21408331394196
8,143,108281077,1,1,,1,3,1,1,"2KM",60,2,,
8,143,108281077,3,1,,1,3,1,1,"2KM",60,2,,
8,143,108281077,2,0.5,,1,2,,2,"2KM",60,2,,
8,143,108281078,2,3,1,1,1,3,,"4KM",90,2,,1.21408331394196
8,143,108281078,1,3,1,1,1,3,,"4KM",90,2,,1.21408331394196
8,143,108281079,3,2,1,1,1,2,,"3KM",60,2,,0.809388935565948
8,143,108281079,2,3,1,1,1,3,,"3KM",60,2,,1.21408331394196
8,143,108281079,1,3,1,1,1,3,,"3KM",60,2,,1.21408331394196
8,143,108281083,2,5,1,1,1,5,,"3",60,2,,2.02347230911255
8,143,108281083,1,7,1,1,1,7,,"3",60,2,,2.83286118507385
8,143,108281083,3,4,1,1,1,4,,"3",60,2,,1.6187778711319
8,143,108281091,4,0.300000011920929,1,1,2,,4,"4MILES",120,1,1,0.121408343315125
8,143,108281091,2,2,1,1,1,2,,"4MILES",120,1,1,0.809388935565948
8,143,108281091,3,1,1,1,3,,,"4MILES",120,1,1,0.404694467782974
8,143,108281091,1,3,1,1,1,3,,"4MILES",120,1,1,1.21408331394196
8,143,108281095,3,1.5,1,1,1,1.5,,"1MILE",20,1,1,0.607041656970978
8,143,108281095,1,1,1,1,3,,,"1MILE",20,1,1,0.404694467782974
8,143,108281095,2,2,1,1,1,2,,"1MILE",20,1,1,0.809388935565948
8,143,108281100,3,2,1,1,1,2,,"4MILES",120,1,1,0.809388935565948
8,143,108281100,2,1,1,1,3,,,"4MILES",120,1,1,0.404694467782974
8,143,108281100,1,2,1,1,1,2,,"4MILES",120,1,1,0.809388935565948
8,143,108281101,2,0.5,1,1,2,,2,"3MILES",180,1,1,0.202347233891487
8,143,108281101,3,1,1,1,3,,,"3MILES",180,1,1,0.404694467782974
8,143,108281101,1,1,1,1,3,,,"3MILES",180,1,1,0.404694467782974
8,144,108280001,3,1,1,1,3,,,"2MILES",120,2,,0.404694467782974
8,144,108280001,2,2,1,1,1,2,,"2MILES",120,2,,0.809388935565948
8,144,108280001,1,3,1,1,1,3,,"2MILES",120,2,,1.21408331394196
8,144,108280002,2,2,1,1,1,2,,"4MILES",160,2,,0.809388935565948
8,144,108280002,3,2,1,1,1,2,,"4MILES",160,2,,0.809388935565948
8,144,108280002,1,2,1,1,1,2,,"4MILES",160,2,,0.809388935565948
8,144,108280003,1,2,1,1,1,2,,"1MILE",60,2,,0.809388935565948
8,144,108280004,2,3,1,1,1,3,,"3MILES",120,2,,1.21408331394196
8,144,108280004,3,2,1,1,1,2,,"3MILES",120,2,,0.809388935565948
8,144,108280004,1,4,1,1,1,4,,"3MILES",120,2,,1.6187778711319
8,144,108280008,1,7,1,1,1,7,,"2KM",120,2,,2.83286118507385
8,144,108280008,3,3,1,1,1,3,,"1KM",15,2,,1.21408331394196
8,144,108280008,2,5,1,1,1,5,,"3KM",60,2,,2.02347230911255
8,144,108280009,1,4,1,1,1,4,,"3KM",60,2,,1.6187778711319
8,144,108280009,2,3,1,1,1,3,,"3KM",60,2,,1.21408331394196
8,144,108280010,1,4,1,1,1,4,,"3KM",60,1,1,1.6187778711319
8,144,108280010,2,6,1,1,1,6,,"3KM",60,1,1,2.42816662788391
8,144,108280011,1,5,1,1,1,5,,"2KM",45,2,,2.02347230911255
8,144,108280011,2,6,1,1,1,6,,"2KM",45,2,,2.42816662788391
8,144,108280013,3,1,1,1,3,,,"1MILE",20,1,1,0.404694467782974
8,144,108280013,1,2,1,1,1,2,,"1MILE",20,1,1,0.809388935565948
8,144,108280013,2,3,1,1,1,3,,"1MILE",20,1,1,1.21408331394196
8,144,108280015,1,2,1,1,1,2,,"2MILES",60,1,1,0.809388935565948
8,144,108280015,2,1.5,1,1,1,1.5,,"2MILES",60,1,1,0.607041656970978
8,144,108280017,2,3,1,1,1,3,,"3MILES",60,1,1,1.21408331394196
8,144,108280017,1,2,1,1,1,2,,"3MILES",60,1,1,0.809388935565948
8,144,108280099,3,5,1,1,1,5,,"6KM",3,1,1,2.02347230911255
8,144,108280099,1,6,1,1,1,6,,"6KM",3,1,1,2.42816662788391
8,144,108280099,2,6,1,1,1,6,,"4KM",2,1,1,2.42816662788391
8,147,108273003,1,3,1,1,1,1.5,,"2KM",60,1,1,1.21408331394196
8,147,108273004,1,3,1,1,1,3,,"1MILE",60,2,2,1.21408331394196
8,147,108273009,1,2,1,1,1,2,,"0.5MILE",15,1,2,0.809388935565948
8,147,108273009,2,1,1,1,3,,,"1MILE",30,1,2,0.404694467782974
8,147,108273014,1,11,1,1,1,5,,"3KM",90,1,1,4.45163917541504
8,147,108273015,2,12,1,1,1,20,,"2.5MILES",60,1,1,4.85633325576782
8,147,108273015,1,5,1,1,1,10,,"2.5MILES",60,1,1,2.02347230911255
8,147,108273028,1,6.5,1,1,1,3,,"2.5MILES",30,2,,2.63051390647888
8,147,108273030,1,2.5,1,1,1,5,,"2KM",60,1,1,1.01173615455627
8,147,108273036,2,3,1,1,1,2,,"2MILES",30,1,1,1.21408331394196
8,147,108273036,1,6,1,1,1,3,,"2MILES",30,1,1,2.42816662788391
8,147,108273038,1,4,1,1,1,6,,"1MILE",30,2,,1.6187778711319
8,147,108273042,1,7,1,1,1,7,,"2MILES",90,2,,2.83286118507385
8,147,108273050,1,9,1,1,1,9,,"1.5MILES",60,2,,3.64225006103516
8,147,108273056,1,4,1,1,1,8,,"2KM",120,1,1,1.6187778711319
8,147,108273060,1,6,1,1,1,6,,"2MILES",60,1,1,2.42816662788391
8,147,108273063,1,3,1,1,1,3,,"300YARDS",45,1,1,1.21408331394196
8,147,108273066,1,1,,1,2,,2,"1KM",60,1,1,
8,148,108298003,2,4,1,1,1,1.5,,"1KM",10,1,,1.6187778711319
8,148,108298003,1,5,1,1,1,3,,"1.6KM",15,1,,2.02347230911255
8,148,108298004,2,4,1,1,1,4,,"0.8KM",4,1,1,1.6187778711319
8,148,108298004,1,5,1,1,1,4,,"0.8KM",4,1,1,2.02347230911255
8,148,108298009,1,3,1,1,1,3,,"0.8KM",30,1,1,1.21408331394196
8,148,108298009,2,2,1,1,1,2,,"0.8KM",30,1,1,0.809388935565948
8,148,108298010,1,3,1,1,1,2,,"2.5KM",60,1,1,1.21408331394196
8,148,108298016,2,2,1,1,1,2,,"3.2KM",60,1,1,0.809388935565948
8,148,108298016,1,4,1,1,1,4,,"1.6KM",30,1,1,1.6187778711319
8,148,108298019,1,1,1,1,3,,,"3KM",55,1,1,0.404694467782974
8,148,108298019,2,2,1,1,1,2,,"4KM",75,1,1,0.809388935565948
8,148,108298020,1,2,1,1,1,3,,"1KM",30,1,1,0.809388935565948
8,148,108298021,2,1.5,1,1,3,1,,"1.6KM",15,1,1,0.607041656970978
8,148,108298021,1,2.5,1,1,1,1.5,,"0.8KM",7,1,1,1.01173615455627
8,148,108298022,2,12,1,1,1,5,,"0.8KM",30,1,1,4.85633325576782
8,148,108298022,1,8,1,1,1,3,,"0.8KM",30,1,1,3.23755574226379
8,148,108298024,1,3,1,1,1,3,,"2.6KM",30,1,1,1.21408331394196
8,148,108298024,2,1,1,1,3,1,,"2.6KM",30,1,1,0.404694467782974
8,148,108298025,1,6,1,1,1,4,,"1KM",15,1,1,2.42816662788391
8,148,108298025,2,4,1,1,1,3,,"1KM",15,1,1,1.6187778711319
8,148,108298026,1,3,1,1,1,3,,"0.5KM",5,1,1,1.21408331394196
8,148,108298026,2,2,1,1,1,2,,"1.6KM",40,1,1,0.809388935565948
8,148,108298029,1,2,1,1,1,2,,"1.6KM",15,1,1,0.809388935565948
8,148,108298029,2,3,1,1,1,3,,"1.6KM",15,1,1,1.21408331394196
8,148,108298030,1,2,1,1,1,2,,"1.6KM",45,1,1,0.809388935565948
8,148,108298030,2,3,1,1,1,3,,"1.6KM",45,1,1,1.21408331394196
8,148,108300025,1,4,1,1,1,4,,"8KM",25,1,1,1.6187778711319
8,148,108300037,2,12,1,1,1,4,,"64KM",180,1,1,4.85633325576782
8,148,108300037,1,15,1,1,1,5,,"20.8KM",90,1,1,6.07041692733765
8,149,108306002,1,4,1,1,1,6,,"0.5MILE",20,1,2,1.6187778711319
8,149,108306003,1,5,1,1,1,8,,"2MILE",40,1,1,2.02347230911255
8,149,108306003,2,2,1,1,1,3,,"1.5MILE",30,1,2,0.809388935565948
8,149,108306005,2,2,1,1,1,2,,"4MILE",60,1,1,0.809388935565948
8,149,108306005,1,3,1,1,1,4,,"1MILE",15,1,1,1.21408331394196
8,149,108306008,5,6,1,1,1,8,,"0.5MILE",20,1,1,2.42816662788391
8,149,108306008,4,8,1,1,1,10,,"2MILES",60,1,1,3.23755574226379
8,149,108306008,2,2,1,1,1,30,,"1.5MILE",30,1,1,0.809388935565948
8,149,108306008,1,4,1,1,1,6,,"0.5MILE",20,1,1,1.6187778711319
8,149,108306008,6,2,,1,1,3,,"2MILES",60,1,1,
8,149,108306008,3,2,1,1,1,3,,"500M",10,1,1,0.809388935565948
8,149,108306010,1,2,1,1,1,3,,"0.5MILE",20,1,1,0.809388935565948
8,149,108306010,2,1,1,1,2,,1.5,"1MILE",40,1,1,0.404694467782974
8,149,108306021,1,2,1,1,1,3,,"1MILE",40,2,2,0.809388935565948
8,149,108306021,2,1,1,1,2,,1,"1.5MILE",30,2,2,0.404694467782974
8,149,108306023,1,2,1,1,1,2,,"3MILES",60,2,2,0.809388935565948
8,149,108306023,2,0.5,1,1,2,,2,"2MILES",40,2,1,0.202347233891487
8,149,108306024,1,5,1,1,1,8,,"1MILE",30,1,1,2.02347230911255
8,149,108306024,4,1,1,1,2,,1,"2MILES",60,1,1,0.404694467782974
8,149,108306024,3,4,1,1,1,3,,"1MILE",40,1,1,1.6187778711319
8,149,108306024,2,9,1,1,1,13,,"0.5MILE",15,1,1,3.64225006103516
8,149,108306025,1,5,1,1,1,6,,"0.5MILE",15,2,2,2.02347230911255
8,149,108306025,2,2,1,1,1,3,,"20M",2,2,2,0.809388935565948
8,149,108306027,5,2,1,1,1,2,,"2MILES",50,1,1,0.809388935565948
8,149,108306027,3,1,1,1,1,1,,"0.5MILE",30,1,2,0.404694467782974
8,149,108306027,1,4,1,1,1,3,,"0.5MILE",30,1,2,1.6187778711319
8,149,108306027,4,1,1,1,1,1,,"2MILES",40,1,2,0.404694467782974
8,149,108306027,6,0.5,1,1,2,,0.5,"2MILES",50,1,1,0.202347233891487
8,149,108306027,2,2,1,1,1,2,,"0.5MILE",30,1,2,0.809388935565948
8,149,108306028,1,5,,1,1,6,,"8MILES",2,1,1,
8,149,108306029,2,2,1,1,1,3,,"3MILES",1,1,2,0.809388935565948
8,149,108306029,1,5,1,1,1,7,,"2MILES",30,1,1,2.02347230911255
8,149,108306029,3,4,1,1,1,4,0.300000011920929,"5MILES",90,1,2,1.6187778711319
8,149,108306029,4,1,1,1,3,,,"6MILES",100,1,2,0.404694467782974
8,149,108306030,2,1,1,1,3,,,"20M",1,1,1,0.404694467782974
8,149,108306030,1,3.5,1,1,1,4,,"0.5MILE",20,1,1,1.41643059253693
8,149,108306030,3,1,1,1,3,,,"2MILES",30,1,1,0.404694467782974
8,149,108306030,4,1,1,1,3,,,"2MILES",40,1,1,0.404694467782974
8,149,108306031,1,5,1,1,1,7,,"1MILE",30,1,2,2.02347230911255
8,149,108306031,2,1,1,1,3,,,"1MILES",30,1,2,0.404694467782974
8,149,108306032,2,2.5,,1,1,4,,"1.5MILE",40,1,1,
8,149,108306032,1,3,,1,1,6,,"1MILE",30,1,1,
8,149,108306032,3,2,,1,1,3,,"2MILES",60,1,1,
8,150,108274006,1,8,1,1,1,8,,"3MILES",30,2,2,3.23755574226379
8,150,108274010,1,1,1,1,3,,,"0.5KM",30,1,1,0.404694467782974
8,150,108274014,1,4,1,1,1,4,,"3KILO",120,2,,1.6187778711319
8,150,108274016,1,2,1,1,1,2,,"10MILES",60,1,1,0.809388935565948
8,150,108274022,1,6,1,1,1,4,,"15MILES",140,1,1,2.42816662788391
8,150,108274025,1,6,1,1,1,8,,"1KM",60,1,1,2.42816662788391
8,150,108274026,1,6,1,1,1,4,,"4MILES",60,2,,2.42816662788391
8,150,108274027,2,2,1,1,,,,"10MILES",100,1,1,0.809388935565948
8,150,108274027,1,3,1,1,1,2,,"15MILES",120,1,1,1.21408331394196
8,150,108274033,1,4,1,1,1,3,,"1KM",60,1,1,1.6187778711319
8,150,108274034,1,8,1,1,1,10,,"7KM",90,2,,3.23755574226379
8,150,108274041,1,5,1,1,1,7,,"1KM",60,1,1,2.02347230911255
8,150,108274044,1,6,1,1,1,,3,"7MILES",120,2,,2.42816662788391
8,150,108274045,1,1,1,1,3,,,"5MILES",60,2,2,0.404694467782974
8,150,108274056,1,3.5,1,1,1,3.5,,"3MILES",120,1,1,1.41643059253693
8,151,108307003,2,2,1,1,1,2,,"6.4KM",120,1,1,0.809388935565948
8,151,108307003,1,3,1,1,1,3,,"4.8KM",60,1,1,1.21408331394196
8,151,108307008,2,3,1,1,1,3,,"3.2KM",30,1,1,1.21408331394196
8,151,108307008,1,2,1,1,1,2,,"1.6KM",10,1,1,0.809388935565948
8,151,108307009,2,3,1,1,1,3,,"1.6KM",60,1,2,1.21408331394196
8,151,108307009,1,2,1,1,1,2,,"4.8KM",180,1,2,0.809388935565948
8,151,108307016,1,5,1,1,1,3,,"3.6KM",60,1,2,2.02347230911255
8,151,108307016,2,5,1,1,1,3,,"9KM",120,1,2,2.02347230911255
8,151,108307018,1,10,1,,1,5,,"3.7KM",30,1,2,4.0469446182251
8,151,108307018,2,12,1,,1,6,,"7KM",60,1,2,4.85633325576782
8,151,108307021,1,5,1,1,1,3,,"4M",60,1,2,2.02347230911255
8,151,108307021,2,2,1,1,1,1.5,,"2M",30,1,2,0.809388935565948
8,151,108307023,1,7,1,1,1,6,,"1000METRES",30,1,2,2.83286118507385
8,151,108307023,2,6,1,1,1,4,,"1000METRES",30,1,2,2.42816662788391
8,151,108307023,3,4,1,1,1,2.5,,"1000METRES",30,1,2,1.6187778711319
8,151,108307027,2,40,1,1,1,2,,"2MILES",45,1,2,16.1877784729004
8,151,108307027,1,10,1,1,1,5,,"5MILES",70,1,2,4.0469446182251
8,151,108307027,3,40,1,1,1,2,,"2MILES",45,1,2,16.1877784729004
8,151,108307028,1,2,1,1,1,1.5,,"6MILES",2,1,2,0.809388935565948
8,151,108307028,2,1,1,1,3,,,"5MILES",1,1,2,0.404694467782974
8,151,108307033,2,5,1,1,1,3,,"3MILES",60,1,2,2.02347230911255
8,151,108307033,1,7,1,1,1,4,,"6MILES",240,1,2,2.83286118507385
