"id1","id2","id3","id4","s4aix2_plotno","s4aix_299i","s4aix_299ii","s4aix_299iii","s4aix_300i","s4aix_300ii","s4aix_300iii","s4aix_301i","s4aix_301ii","s4aix_301iii","s4aix_302i","s4aix_302ii","s4aix_302iii","s4aix_303i","s4aix_303ii","s4aix_303iii","s4aix_304i","s4aix_304ii","s4aix_304iii","s4aix_305i","s4aix_305ii","s4aix_305iii","s4aix_306i","s4aix_306ii","s4aix_306iii","s4aix_307i","s4aix_307ii","s4aix_307iii","hhno"
8,153,283,25,3,,,,,,,,,,,,,,,,,,,7,4,3,4,6,2,4,6,3,108283025
8,153,283,25,1,,,,,,,,,,,,,,,,,,,8,7,3,4,6,2,3,6,1,108283025
8,153,283,26,2,7,4,3,,,,,,,,,,,,,,,,4,7,3,,,,,,,108283026
8,153,283,26,3,6,3,3,,,,,,,,,,,,,,,,4,7,4,,,,,,,108283026
8,153,283,26,1,6,5,4,,,,,,,,,,,,,,,,4,7,2,,,,,,,108283026
8,153,284,4,1,,,,,,,,,,,,,,,,,,,21,7,5,,,,,,,108284004
8,153,284,4,2,,,,,,,,,,,,,,,,,,,4,7,5,,,,,,,108284004
8,153,284,10,2,,,,,,,,,,,,,,,,,,,7,5,5,6,5,3,,,,108284010
8,153,284,10,1,,,,,,,,,,,,,,,,,,,14,5,6,11,4,2,,,,108284010
8,153,284,10,3,,,,,,,,,,,,,,,,,,,7,5,5,4,5,4,,,,108284010
8,153,284,12,3,,,,,,,,,,,,,,,,,,,4,6,6,,,,,,,108284012
8,153,284,12,4,2,7,4,,,,,,,,,,,,,,,,4,7,4,,,,,,,108284012
8,153,284,12,2,3,7,4,,,,,,,,,,,,,,,,5,5,4,,,,,,,108284012
8,153,284,12,1,,,,,,,,,,,,,,,,,,,21,6,4,,,,,,,108284012
8,153,284,13,1,,,,,,,,,,,,,,,,,,,5,6,3,,,,,,,108284013
8,153,284,14,1,,,,,,,,,,,,,,,,,,,10,6,4,10,6,2,10,6,3,108284014
8,153,284,19,1,,,,,,,,,,,,,,,,,,,10,6,6,2,6,2,,,,108284019
8,153,284,21,2,,,,,,,,,,,,,,,,,,,14,6,10,,,,,,,108284021
8,153,284,21,1,,,,,,,,,,,,,,,,,,,21,6,6,,,,,,,108284021
8,153,284,23,3,3,7,5,,,,,,,,,,,,,,,,3,7,2,,,,,,,108284023
8,153,284,23,1,3,7,5,,,,,,,,,,,,,,,,5,7,2,,,,,,,108284023
8,153,284,23,2,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,108284023
8,153,284,23,4,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,108284023
8,153,284,24,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,108284024
8,153,284,26,1,5,7,5,,,,,,,,,,,,,,,,5,7,8,,,,,,,108284026
8,153,284,26,5,3,7,10,,,,,,,,,,,,,,,,3,7,8,,,,,,,108284026
8,153,284,26,2,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,108284026
8,153,284,26,4,3,7,10,,,,,,,,,,,,,,,,3,7,8,,,,,,,108284026
8,153,284,26,3,3,7,10,,,,,,,,,,,,,,,,3,7,8,,,,,,,108284026
8,153,284,27,1,3,7,5,,,,,,,,,,,,,,,,3,7,2,,,,,,,108284027
8,153,284,28,1,2,7,5,,,,,,,,,,,,,,,,2,7,2,,,,,,,108284028
8,153,284,28,2,2,7,5,,,,,,,,,,,,,,,,2,7,2,,,,,,,108284028
8,153,284,28,3,2,7,5,,,,,,,,,,,,,,,,2,7,2,,,,,,,108284028
8,153,284,31,2,,,,,,,,,,,,,,,,,,,6,5,4,,,,,,,108284031
8,153,284,31,1,,,,,,,,,,,,,,,,,,,7,6,5,,,,,,,108284031
9,154,325,8,3,,,,,,,,,,,,,,,,,,,5,6,2,,,,,,,109325008
9,154,325,8,2,,,,,,,,,,,,,,,,,,,5,6,4,,,,,,,109325008
9,154,325,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,109325008
9,154,325,8,1,,,,,,,,,,,,,,,,,,,5,6,3,,,,,,,109325008
9,154,325,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109325010
9,154,325,10,1,,,,,,,,,,,,,,,,,,,15,4,1,,,,,,,109325010
9,154,325,10,2,,,,,,,,,,,,,,,,,,,1,4,12,,,,,,,109325010
9,154,325,14,2,,,,,,,,,,,,,,,,,,,6,6,4,,,,,,,109325014
9,154,325,14,3,,,,,,,,,,,,,,,,,,,4,6,5,,,,,,,109325014
9,154,325,14,1,,,,,,,,,,,,,,,,,,,10,6,4,,,,,,,109325014
9,154,325,17,1,1,6,7,,,,,,,,,,,,,,,,7,6,1,7,4,3,7,2,3,109325017
9,154,325,17,2,,,,,,,,,,,,,,,,,,,7,6,1,7,4,3,,,,109325017
9,154,325,21,2,,,,,,,,,,,,,,,,,,,14,7,5,,,,,,,109325021
9,154,325,21,3,,,,,,,,,,,,,,,,,,,8,7,5,,,,,,,109325021
9,154,325,21,1,,,,,,,,,,,,,,,,,,,8,7,5,,,,,,,109325021
9,154,325,26,1,,,,,,,,,,10,4,4,12,2,1,6,2,2,,,,,,,,,,109325026
9,154,325,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109325026
9,154,325,26,2,,,,,,,,,,10,4,4,12,3,1,6,2,2,,,,,,,,,,109325026
9,154,325,27,1,,,,,,,,,,,,,6,2,1,,,,,,,,,,6,2,1,109325027
9,154,325,28,1,,,,,,,,,,12,6,1,,,,,,,2,2,2,2,2,2,,,,109325028
9,154,325,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,109325029
9,154,325,29,1,,,,,,,,,,12,6,1,10,4,2,4,4,3,,,,,,,,,,109325029
9,154,325,29,3,,,,,,,,,,12,4,1,9,4,2,2,4,3,,,,,,,,,,109325029
9,154,325,29,2,,,,,,,,,,14,6,1,10,4,2,4,4,3,,,,,,,,,,109325029
9,154,325,31,2,,,,,,,,,,4,4,1,6,6,1,,,,1,4,3,2,2,3,1,2,2,109325031
9,154,325,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109325031
9,154,325,31,1,,,,,,,,,,6,4,1,6,6,1,,,,1,4,3,2,2,3,1,2,2,109325031
9,154,325,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109325032
9,154,325,32,2,,,,,,,,,,8,4,1,12,4,2,,,,,,,,,,,,,109325032
9,154,325,32,1,,,,,,,,,,8,6,1,10,4,2,,,,,,,,,,,,,109325032
9,154,325,34,2,,,,,,,,,,,,,,,,,,,12,8,10,3,4,3,,,,109325034
9,154,325,34,5,,,,,,,,,,,,,,,,,,,15,8,3,,,,,,,109325034
9,154,325,34,1,,,,,,,,,,,,,,,,,,,2,8,15,3,4,6,,,,109325034
9,154,325,34,4,,,,,,,,,,,,,,,,,,,1,8,12,3,4,3,,,,109325034
9,154,325,34,3,,,,,,,,,,,,,,,,,,,1,8,20,,,,,,,109325034
9,154,325,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109325038
9,154,325,38,2,,,,,,,,,,6,4,1,8,4,2,8,4,3,,,,,,,,,,109325038
9,154,325,38,1,,,,,,,,,,6,4,1,8,4,2,8,4,3,,,,,,,,,,109325038
9,154,325,44,2,,,,,,,,,,,,,,,,,,,6,7,10,2,5,4,3,4,2,109325044
9,154,325,44,1,,,,,,,,,,,,,,,,,,,8,7,11,3,5,4,2,4,2,109325044
9,154,325,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109325047
9,154,325,47,1,,,,,,,,,,,,,,,,,,,20,7,2,,,,,,,109325047
9,154,325,47,2,,,,,,,,,,,,,,,,,,,10,7,2,,,,,,,109325047
9,154,326,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,109326002
9,154,326,2,1,,,,,,,,,,10,4,1,12,4,2,8,4,1,,,,,,,,,,109326002
9,154,326,4,1,,,,,,,,,,,,,10,2,1,4,2,2,4,2,4,,,,,,,109326004
9,154,326,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,109326004
9,154,326,5,1,,,,,,,,,,12,6,1,12,4,3,10,4,6,,,,,,,,,,109326005
9,154,326,5,2,,,,,,,,,,12,6,1,12,4,3,10,4,6,,,,,,,,,,109326005
9,154,326,5,3,,,,,,,,,,10,6,1,10,4,3,10,4,6,,,,,,,,,,109326005
9,154,326,8,1,,,,,,,,,,8,6,1,8,4,2,,,,,,,4,2,2,,,,109326008
9,154,326,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,109326008
9,154,326,14,1,,,,,,,,,,,,,12,4,1,,,,,,,,,,,,,109326014
9,154,326,15,1,,,,,,,,,,,,,,,,,,,14,6,3,14,6,1,,,,109326015
9,154,326,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,109326017
9,154,326,17,1,5,6,4,,,,,,,,,,,,,,,,7,6,3,,,,,,,109326017
9,154,326,18,1,,,,,,,,,,,,,,,,,,,20,5,1,10,4,1,4,4,2,109326018
9,154,326,19,1,,,,,,,,,,,,,,,,,,,9,6,2,,,,,,,109326019
9,154,326,19,2,,,,,,,,,,,,,,,,,,,6,5,1,,,,,,,109326019
9,154,326,21,2,,,,,,,,,,,,,,,,,,,8,6,4,3,6,3,,,,109326021
9,154,326,21,1,,,,,,,,,,,,,,,,,,,14,7,4,,,,,,,109326021
9,154,326,22,3,5,3,3,,,,,,,,,,,,,,,,4,2,1,,,,,,,109326022
9,154,326,22,5,7,4,3,,,,,,,,,,,,,,,,4,2,1,,,,,,,109326022
9,154,326,22,2,2,3,5,,,,,,,,,,,,,,,,2,2,3,2,3,2,2,3,3,109326022
9,154,326,22,1,7,3,3,,,,,,,,,,,,,,,,1,2,3,,,,,,,109326022
9,154,326,22,4,5,4,5,,,,,,,,,,,,,,,,4,2,1,,,,,,,109326022
9,154,326,23,2,4,3,2,,,,,,,,,,,,,,,,,,,2,6,1,,,,109326023
9,154,326,23,1,,,,1,7,3,,,,,,,,,,,,,,,,1,2,1,,,,109326023
9,154,326,33,1,,,,,,,,,,,,,,,,,,,,,,4,6,2,3,2,2,109326033
9,154,326,33,2,,,,,,,,,,,,,,,,,,,,,,4,6,3,3,2,2,109326033
9,154,326,36,2,1,4,10,,,,,,,,,,,,,,,,,,,4,4,1,,,,109326036
9,154,326,36,1,1,6,4,,,,,,,,,,,,,,,,,,,7,4,1,,,,109326036
9,154,326,37,2,,,,,,,,,,,,,,,,,,,18,5,1,,,,,,,109326037
9,154,326,37,1,,,,,,,,,,,,,,,,,,,7,5,1,1,3,1,1,3,5,109326037
9,154,326,37,3,,,,,,,,,,,,,,,,,,,14,5,1,,,,,,,109326037
9,154,327,1,1,,,,,,,,,,,,,,,,,,,6,2,2,6,2,2,,,,109327001
9,154,327,3,2,,,,,,,,,,,,,,,,,,,,,,15,2,,7,2,,109327003
9,154,327,3,1,,,,,,,,,,,,,,,,,,,,,,25,2,5,10,2,1,109327003
9,154,327,5,1,,,,,,,,,,,,,,,,,,,,,,28,6,2,,,,109327005
9,154,327,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,109327005
9,154,327,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109327006
9,154,327,6,1,,,,,,,,,,,,,,,,,,,7,4,1,4,4,3,,,,109327006
9,154,327,6,2,,,,,,,,,,,,,,,,,,,7,4,1,4,4,3,,,,109327006
9,154,327,7,1,,,,,,,,,,,,,,,,,,,7,4,1,7,4,1,,,,109327007
9,154,327,9,1,,,,,,,,,,,,,,,,,,,20,6,2,4,5,2,4,2,2,109327009
9,154,327,9,2,,,,,,,,,,,,,,,,,,,10,6,2,4,4,2,2,3,2,109327009
9,154,327,10,1,,,,,,,,,,,,,,,,,,,21,6,1,4,3,3,6,4,4,109327010
9,154,327,11,2,,,,,,,,,,,,,,,,,,,7,6,2,18,6,2,,,,109327011
9,154,327,11,1,6,6,10,,,,,,,,,,,,,,,,30,6,2,2,4,3,2,3,4,109327011
9,154,327,12,2,,,,,,,,,,,,,,,,,,,,,,4,6,1,,,,109327012
9,154,327,12,1,,,,,,,,,,,,,,,,,,,,,,14,6,1,,,,109327012
9,154,327,12,3,,,,,,,,,,,,,,,,,,,,,,7,6,1,,,,109327012
9,154,327,17,1,,,,,,,,,,6,4,1,,,,,,,,,,10,6,1,10,2,2,109327017
9,154,327,20,2,,,,,,,,,,6,4,1,6,4,1,5,4,3,,,,,,,,,,109327020
9,154,327,20,1,,,,,,,,,,10,4,1,10,4,1,8,4,3,,,,,,,,,,109327020
9,154,327,22,1,,,,,,,,,,8,4,1,4,6,1,4,4,2,,,,,,,,,,109327022
9,154,327,22,2,,,,,,,,,,8,4,1,4,6,1,4,4,2,,,,,,,,,,109327022
9,154,327,22,4,,,,,,,,,,6,4,1,4,6,1,4,4,2,,,,,,,,,,109327022
9,154,327,22,3,,,,,,,,,,4,4,1,4,6,1,4,4,2,,,,,,,,,,109327022
9,154,327,24,1,,,,,,,,,,8,4,1,8,6,1,4,4,1,,,,,,,,,,109327024
9,154,327,24,2,,,,,,,,,,8,4,1,8,6,1,4,6,1,,,,,,,,,,109327024
9,154,327,24,3,,,,,,,,,,8,4,1,8,6,1,4,4,1,,,,,,,,,,109327024
9,154,327,25,1,,,,,,,,,,4,4,1,4,4,1,4,4,3,,,,,,,,,,109327025
9,154,327,26,1,4,6,5,,,,,,,,,,,,,,,,4,4,1,1,4,2,,,,109327026
9,154,328,1,1,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,109328001
9,154,328,2,2,1,5,5,,,,,,,,,,,,,,,,5,5,1,,,,,,,109328002
9,154,328,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109328002
9,154,328,2,1,1,5,4,,,,,,,,,,,,,,,,5,5,1,,,,,,,109328002
9,154,328,7,1,4,5,2,,,,,,,,,,,,,,,,,,,20,3,1,7,2,3,109328007
9,154,328,9,1,,,,,,,,,,,,,,,,14,3,1,,,,,,,,,,109328009
9,154,328,10,1,8,6,5,,,,,,,,,,,,,,,,7,5,1,,,,,,,109328010
9,154,328,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,109328011
9,154,328,11,1,,,,,,,,,,12,4,2,12,4,2,8,4,2,,,,,,,,,,109328011
9,154,328,23,1,,,,,,,,,,8,4,1,8,4,1,10,2,4,,,,,,,,,,109328023
9,154,328,23,2,,,,,,,,,,6,6,1,6,4,1,8,2,4,,,,,,,,,,109328023
9,154,328,25,3,1,6,45,,,,,,,,,,,,,,,,2,4,1,,,,3,4,3,109328025
9,154,328,25,2,3,6,20,,,,,,,,,,,,,,,,3,4,1,,,,3,4,3,109328025
9,154,328,25,1,1,6,20,,,,,,,,,,,,,,,,3,4,1,,,,3,4,3,109328025
9,154,328,26,1,1,8,12,,,,,,,,,,,,,,,,1,8,1,2,5,2,1,5,1,109328026
9,154,328,26,2,1,8,12,,,,,,,,,,,,,,,,5,8,1,2,5,2,1,5,1,109328026
9,154,328,37,1,5,5,9,,,,,,,,,,,,,,,,9,5,2,2,5,2,,,,109328037
9,154,328,44,2,2,7,5,,,,,,,,,,,,,,,,10,7,1,2,4,2,2,4,5,109328044
9,154,328,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109328044
9,154,328,44,1,3,7,5,,,,,,,,,,,,,,,,14,7,1,2,4,2,2,4,5,109328044
9,154,328,45,2,,,,,,,,,,,,,,,,,,,10,6,3,2,6,2,2,6,4,109328045
9,154,328,45,1,,,,,,,,,,,,,,,,,,,14,6,3,,,,,,,109328045
9,154,328,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109328045
9,154,328,46,1,,,,,,,,,,8,6,1,8,4,1,4,4,2,,,,,,,,,,109328046
9,154,328,46,2,,,,,,,,,,8,4,1,12,4,1,4,4,2,,,,,,,,,,109328046
9,154,328,46,3,,,,,,,,,,8,6,1,10,4,1,4,4,2,,,,,,,,,,109328046
9,156,317,89,1,0,0,0,0,0,0,0,0,0,3,5,1,4,3,1,0,0,0,3,5,1,3,5,1,0,0,0,109317089
9,156,317,136,2,14,6,3,0,0,0,0,0,0,14,6,1,0,0,0,0,0,0,14,6,1,0,0,0,0,0,0,109317136
9,156,317,136,3,4,6,3,0,0,0,0,0,0,14,6,1,0,0,0,0,0,0,14,6,1,0,0,0,0,0,0,109317136
9,156,317,136,1,14,6,3,0,0,0,0,0,0,14,6,1,0,0,0,0,0,0,14,6,1,0,0,0,0,0,0,109317136
9,156,319,1,2,2,7,10,0,0,0,0,0,0,10,7,2,0,0,0,0,0,0,10,7,2,0,0,0,0,0,0,109319001
9,156,319,1,3,1,7,10,0,0,0,0,0,0,15,7,2,2,7,2,0,0,0,15,7,2,2,7,2,0,0,0,109319001
9,156,319,1,1,2,7,10,0,0,0,0,0,0,10,7,2,0,0,0,0,0,0,10,7,2,0,0,0,0,0,0,109319001
9,156,319,2,3,2,6,5,0,0,0,0,0,0,5,6,1,2,6,1,0,0,0,5,6,1,2,6,1,0,0,0,109319002
9,156,319,2,1,3,6,7,0,0,0,0,0,0,10,6,1,0,0,0,0,0,0,10,6,1,0,0,0,0,0,0,109319002
9,156,319,2,2,3,6,8,0,0,0,0,0,0,10,6,1,0,0,0,0,0,0,10,6,1,0,0,0,0,0,0,109319002
9,156,319,7,2,7,6,5,0,0,0,0,0,0,10,6,2,0,0,0,0,0,0,10,6,2,0,0,0,0,0,0,109319007
9,156,319,7,3,7,6,5,0,0,0,0,0,0,10,6,2,0,0,0,0,0,0,10,6,2,0,0,0,0,0,0,109319007
9,156,319,7,4,5,6,3,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,109319007
9,156,319,7,1,7,6,5,0,0,0,0,0,0,10,6,2,0,0,0,0,0,0,10,6,2,0,0,0,0,0,0,109319007
9,156,319,7,5,5,6,3,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,109319007
9,156,319,8,2,3,8,12,0,0,0,0,0,0,5,8,2,0,0,0,0,0,0,5,8,2,0,0,0,0,0,0,109319008
9,156,319,8,4,2,8,5,0,0,0,0,0,0,3,8,2,1,7,2,0,0,0,3,8,2,1,7,2,0,0,0,109319008
9,156,319,8,3,2,8,5,0,0,0,0,0,0,3,8,2,1,7,2,0,0,0,3,8,2,1,7,2,0,0,0,109319008
9,156,319,8,1,3,8,12,0,0,0,0,0,0,5,8,2,0,0,0,0,0,0,5,8,2,0,0,0,0,0,0,109319008
9,156,319,9,1,20,8,10,20,8,2,0,0,0,10,8,2,10,,2,0,0,0,10,8,2,10,8,2,0,0,0,109319009
9,156,319,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,109319009
9,156,319,9,3,5,8,10,5,8,2,0,0,0,5,8,2,5,,2,0,0,0,5,8,2,5,8,2,0,0,0,109319009
9,156,319,10,3,3,7,7,0,0,0,0,0,0,10,7,1,5,7,1,0,0,0,10,7,1,5,7,1,0,0,0,109319010
9,156,319,10,1,10,7,10,0,0,0,0,0,0,30,7,1,5,7,1,0,0,0,30,7,1,5,7,1,0,0,0,109319010
9,156,319,10,2,10,7,10,0,0,0,0,0,0,30,7,1,5,7,1,0,0,0,30,7,1,5,7,1,0,0,0,109319010
9,156,319,10,4,3,7,7,0,0,0,0,0,0,10,7,1,5,7,1,0,0,0,10,,,5,7,1,0,0,0,109319010
9,156,319,16,3,1,7,10,0,0,0,0,0,0,10,7,1,2,7,1,0,0,0,10,7,1,2,7,1,0,0,0,109319016
9,156,319,16,1,2,7,10,0,0,0,0,0,0,20,7,1,0,0,0,0,0,0,20,,1,0,0,0,0,0,0,109319016
9,156,319,16,2,2,7,15,0,0,0,0,0,0,20,7,1,0,0,0,0,0,0,20,,1,0,0,0,0,0,0,109319016
9,156,319,18,3,8,7,10,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,109319018
9,156,319,18,2,10,7,15,0,0,0,0,0,0,15,7,1,0,0,0,0,0,0,15,7,1,0,0,0,0,0,0,109319018
9,156,319,18,1,10,7,15,0,0,0,0,0,0,15,7,1,0,0,0,0,0,0,15,7,1,0,0,0,0,0,0,109319018
9,156,319,19,2,2,6,15,0,0,0,0,0,0,10,6,1,5,6,1,0,0,0,10,6,1,5,6,1,0,0,0,109319019
9,156,319,19,1,2,6,15,0,0,0,0,0,0,10,6,1,5,6,1,0,0,0,10,6,1,5,6,1,0,0,0,109319019
9,156,319,19,3,2,6,15,0,0,0,0,0,0,10,6,1,5,6,1,0,0,0,10,6,1,5,6,1,0,0,0,109319019
9,156,319,19,4,2,6,5,0,0,0,0,0,0,5,6,1,2,6,1,0,0,0,5,6,1,2,6,1,0,0,0,109319019
9,156,319,22,1,0,0,0,0,0,0,0,0,0,40,6,2,10,6,2,0,0,0,40,6,2,10,6,2,0,0,0,109319022
9,156,319,22,2,0,0,0,0,0,0,0,0,0,40,6,2,15,6,2,0,0,0,40,6,2,15,6,2,0,0,0,109319022
9,156,319,22,3,0,0,0,0,0,0,0,0,0,15,6,2,5,6,2,0,0,0,15,6,2,5,6,2,0,0,0,109319022
9,156,319,24,1,5,6,5,0,0,0,0,0,0,10,6,1,5,6,1,0,0,0,10,6,1,5,6,1,0,0,0,109319024
9,156,319,24,3,3,6,5,0,0,0,0,0,0,15,6,1,3,6,1,0,0,0,15,6,1,3,6,1,0,0,0,109319024
9,156,319,24,2,5,6,10,0,0,0,0,0,0,10,6,1,5,6,1,0,0,0,10,6,1,5,6,1,0,0,0,109319024
9,156,319,25,1,0,0,0,0,0,0,0,0,0,20,6,3,20,6,2,0,0,0,20,6,3,10,6,2,0,0,0,109319025
9,156,319,25,4,0,0,0,0,0,0,0,0,0,20,6,3,20,6,2,0,0,0,20,6,3,5,6,2,0,0,0,109319025
9,156,319,25,2,0,0,0,0,0,0,0,0,0,15,6,3,15,6,2,0,0,0,15,6,3,10,6,2,0,0,0,109319025
9,156,319,25,3,0,0,0,0,0,0,0,0,0,10,6,3,10,6,2,0,0,0,10,6,3,5,6,2,0,0,0,109319025
9,156,319,27,2,8,6,15,0,0,0,0,0,0,20,6,1,0,0,0,0,0,0,20,6,1,0,0,0,0,0,0,109319027
9,156,319,27,1,8,6,15,0,0,0,0,0,0,10,6,1,4,6,2,0,0,0,10,6,1,4,6,2,0,0,0,109319027
9,156,319,27,3,4,6,10,0,0,0,0,0,0,30,6,1,0,0,0,0,0,0,30,6,1,0,0,0,0,0,0,109319027
9,156,319,29,1,10,6,3,0,0,0,0,0,0,0,0,0,30,6,2,0,0,0,10,6,2,30,6,2,0,0,0,109319029
9,156,319,30,3,4,7,15,0,0,0,0,0,0,20,7,1,0,0,0,0,0,0,20,7,1,0,0,0,0,0,0,109319030
9,156,319,30,1,3,7,20,0,0,0,0,0,0,25,7,1,0,0,0,0,0,0,25,7,1,0,0,0,0,0,0,109319030
9,156,319,30,2,3,7,20,0,0,0,0,0,0,25,7,1,0,0,0,0,0,0,25,7,1,0,0,0,0,0,0,109319030
9,156,320,1,2,,,,,,,,,,12,2,1,10,6,6,12,6,15,,,,,,,,,,109320001
9,156,320,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109320001
9,156,320,1,1,,,,,,,,,,10,2,1,10,6,6,10,6,15,,,,,,,,,,109320001
9,156,320,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,109320003
9,156,320,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,109320003
9,156,320,3,1,,,,,,,,,,14,6,1,14,6,1,12,2,1,,,,,,,,,,109320003
9,156,320,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,109320005
9,156,320,5,1,,,,,,,,,,12,6,1,12,6,1,10,4,3,,,,,,,,,,109320005
9,156,320,6,1,,,,,,,,,,12,6,1,8,6,1,10,2,2,,,,,,,,,,109320006
9,156,320,11,1,,,,,,,,,,,,,,,,,,,16,5,1,7,3,1,7,3,2,109320011
9,156,320,13,1,,,,,,,,,,,,,,,,,,,,,,10,6,1,,,,109320013
9,156,320,15,1,,,,,,,,,,,,,,,,,,,10,5,2,3,3,1,,,,109320015
9,156,320,16,1,,,,,,,,,,,,,,,,,,,12,7,3,6,5,2,,,,109320016
9,156,320,18,2,,,,,,,,,,,,,,,,,,,20,7,2,10,4,1,,,,109320018
9,156,320,18,1,,,,,,,,,,,,,,,,,,,15,7,2,10,4,1,,,,109320018
9,156,320,19,2,,,,,,,,,,,,,,,,,,,1,7,10,,,,,,,109320019
9,156,320,19,1,,,,,,,,,,,,,,,,,,,2,7,1,,,,1,6,2,109320019
9,156,320,24,1,,,,,,,,,,,,,,,,,,,10,7,15,,,,,,,109320024
9,156,320,27,1,1,6,8,1,6,8,,,,,,,,,,,,,,,,,,,,,,109320027
9,156,320,28,1,1,10,20,,,,,,,,,,,,,,,,3,10,1,,,,3,5,2,109320028
9,156,320,29,2,,,,,,,,,,,,,,,,,,,7,7,2,,,,,,,109320029
9,156,320,29,1,,,,,,,,,,,,,,,,,,,7,7,1,,,,,,,109320029
9,156,320,32,1,,,,,,,,,,6,6,1,6,4,1,4,4,2,,,,,,,,,,109320032
9,156,320,32,2,,,,,,,,,,6,6,1,6,4,1,4,4,2,,,,,,,,,,109320032
9,156,322,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,109322022
9,156,322,22,1,10,6,6,2,4,2,10,4,6,,,,,,,,,,,,,,,,,,,109322022
9,156,322,46,2,3,6,4,,,,,,,,,,,,,,,,3,6,4,3,6,2,,,,109322046
9,156,322,46,1,7,3,10,,,,,,,,,,,,,,,,,,,1,2,15,,,,109322046
9,156,322,49,1,10,4,4,10,6,4,10,6,7,,,,,,,,,,,,,,,,,,,109322049
9,157,315,1,1,0,0,0,0,0,0,0,0,0,10,8,1,0,0,0,0,0,0,10,8,1,0,0,0,0,0,0,109315001
9,157,315,2,3,0,,,6,4,7,0,,,0,,,7,3,1,0,,,0,,,1,5,3,0,,,109315002
9,157,315,2,1,0,,,6,4,7,0,,,0,,,7,5,1,0,,,0,,,6,4,3,0,,,109315002
9,157,315,2,2,0,,,6,5,7,0,,,0,,,7,6,1,0,,,0,,,5,5,3,0,,,109315002
9,157,315,3,2,3,7,15,0,0,0,0,0,0,7,7,2,3,7,2,0,0,0,7,7,2,3,7,2,0,0,0,109315003
9,157,315,3,1,3,7,15,0,0,0,0,0,0,8,7,2,3,7,2,0,0,0,8,7,2,3,7,2,0,0,0,109315003
9,157,315,3,3,2,7,6,0,0,0,0,0,0,7,7,2,2,7,2,0,0,0,7,7,2,2,7,2,0,0,0,109315003
9,157,315,4,1,0,0,0,0,0,0,0,0,0,7,12,4,3,12,2,7,12,1,7,12,4,7,12,2,7,12,1,109315004
9,157,315,5,1,,,,,,,,,,7,6,2,,,,,,,7,5,5,,,,,,,109315005
9,157,315,5,5,,,,,,,,,,7,5,2,,,,,,,7,5,4,,,,,,,109315005
9,157,315,5,2,,,,,,,,,,7,5,2,,,,,,,7,4,5,,,,,,,109315005
9,157,315,5,3,,,,,,,,,,7,6,2,,,,,,,6,5,3,,,,,,,109315005
9,157,315,5,4,,,,,,,,,,7,4,2,,,,,,,5,7,3,,,,,,,109315005
9,157,315,6,3,3,7,5,0,0,0,0,0,0,5,7,2,5,7,1,0,0,0,5,7,2,5,7,1,0,0,0,109315006
9,157,315,6,1,6,7,5,0,0,0,0,0,0,10,7,2,10,7,1,0,0,0,10,7,2,10,7,1,0,0,0,109315006
9,157,315,6,2,5,7,5,0,0,0,0,0,0,8,7,2,8,7,1,0,0,0,8,7,2,8,7,1,0,0,0,109315006
9,157,315,7,3,2,8,5,0,0,0,0,0,0,0,0,0,3,8,1,2,8,1,0,0,0,3,8,1,2,8,1,109315007
